word,line_number,left_context,keyword,right_context,full_line
moor,47,"n en stond met de hh . van ollefen , veltman en",moor,aan het hoofd van den stadsschouwburg te amster,"n en stond met de hh . van ollefen , veltman en moor aan het hoofd van den stadsschouwburg te amster"
moor,48,"egen f 5,555,770.93 in het jaar to voren en das",moor,"dan toen f c1 , c26.57 . onder dom ortvangsten","egen f 5,555,770.93 in het jaar to voren en das moor dan toen f c1 , c26.57 . onder dom ortvangsten"
moor,49,n den eenen toren naarden anderen kan gaan . de,moor,"loopt over bergen , dalen , vlakten enz . de ri","n den eenen toren naarden anderen kan gaan . de moor loopt over bergen , dalen , vlakten enz . de ri"
moor,50,"enz . stadsschouwburg . directie van ollefen ,",moor,en veltman . maandag 13 october j en bste voors,"enz . stadsschouwburg . directie van ollefen , moor en veltman . maandag 13 october j en bste voors"
moor,51,"d . aanvang 7v » * nt- directie : van ollefen ,",moor,"en veltman . dinsdag 141 october , door de koni","d . aanvang 7v » * nt- directie : van ollefen , moor en veltman . dinsdag 141 october , door de koni"
moor,52,"enz . stadsschouwburg . directie van ollefen ,",moor,en veltman . maandag 13 october j en bste voors,"enz . stadsschouwburg . directie van ollefen , moor en veltman . maandag 13 october j en bste voors"
moor,53,"d . aanvang 7v » * nt- directie : van ollefen ,",moor,"en veltman . dinsdag 141 october , door de koni","d . aanvang 7v » * nt- directie : van ollefen , moor en veltman . dinsdag 141 october , door de koni"
moor,54,"brune.— stadsschouwburg . ( dir . van ollefen ,",moor,& veltman ) . zondag 12 oct . ( bu . ) en maand,"brune.— stadsschouwburg . ( dir . van ollefen , moor & veltman ) . zondag 12 oct . ( bu . ) en maand"
moor,55,"enz . stadsschouwburg . directie van ollepen ,",moor,en veltman . maandag 13 october j en bste voors,"enz . stadsschouwburg . directie van ollepen , moor en veltman . maandag 13 october j en bste voors"
moor,56,"r . stadsschouwburg. ! directie : van ollepen ,",moor,"uu veltman . dinsdag 1 * october , door de uil—","r . stadsschouwburg. ! directie : van ollepen , moor uu veltman . dinsdag 1 * october , door de uil—"
moor,57,"enz . stadsschouwburg . directie van ollepen ,",moor,en veltman . maandag 13 october j en bste voors,"enz . stadsschouwburg . directie van ollepen , moor en veltman . maandag 13 october j en bste voors"
moor,58,"r . stadsschouwburg. ! directie : van ollepen ,",moor,"uu veltman . dinsdag 1 * october , door de koni","r . stadsschouwburg. ! directie : van ollepen , moor uu veltman . dinsdag 1 * october , door de koni"
moor,59,"mstok . stadsschouwburg . ( dir . van ollefen ,",moor,& veltman ) . zaterdag 18 oct. ( 71/3 u . ) : s,"mstok . stadsschouwburg . ( dir . van ollefen , moor & veltman ) . zaterdag 18 oct. ( 71/3 u . ) : s"
moor,60,"ndeel ; o. van eon telegram , dat de lijnon van",moor,"dan één bijzondere onderneming doorloopt , ontv","ndeel ; o. van eon telegram , dat de lijnon van moor dan één bijzondere onderneming doorloopt , ontv"
moor,61,"enz . stadsschouwburg . directie van ollefen ,",moor,"en veltman . zaterdag 18 , zondag 19 en ma and","enz . stadsschouwburg . directie van ollefen , moor en veltman . zaterdag 18 , zondag 19 en ma and"
moor,62,"or . stadsschouwburg . directie : van ollefen ,",moor,"en veltman . dinsdag 21 october , door de konin","or . stadsschouwburg . directie : van ollefen , moor en veltman . dinsdag 21 october , door de konin"
moor,63,"enz . stadsschouwburg . directie van ollefen ,",moor,"en veltman . zaterdag 18 , zondag 19 en ma and","enz . stadsschouwburg . directie van ollefen , moor en veltman . zaterdag 18 , zondag 19 en ma and"
moor,64,"or . stadsschouwburg . directie : van ollefen ,",moor,"en veltman . dinsdag 21 october , door de konin","or . stadsschouwburg . directie : van ollefen , moor en veltman . dinsdag 21 october , door de konin"
moor,65,"enz . stadsschouwburg . directie van ollefen ,",moor,"en veltman . zaterdag 18 , zondag 19 en maandag","enz . stadsschouwburg . directie van ollefen , moor en veltman . zaterdag 18 , zondag 19 en maandag"
moor,66,"oor . stadsschouwburg^ directie : van ollefen ,",moor,"xs veltman . dinsdag 21 october , door de konin","oor . stadsschouwburg^ directie : van ollefen , moor xs veltman . dinsdag 21 october , door de konin"
moor,67,"enz . stadsschouwburg . directie van ollefen ,",moor,"en veltman . zaterdag 18 , zondag 19 en maandag","enz . stadsschouwburg . directie van ollefen , moor en veltman . zaterdag 18 , zondag 19 en maandag"
moor,68,"oor . stadsschouwburg^ directie : van ollefen ,",moor,"xs veltman . dinsdag 21 october , door de konin","oor . stadsschouwburg^ directie : van ollefen , moor xs veltman . dinsdag 21 october , door de konin"
moor,69,"a^ stadsschouwburg . ) directie : van ollefen ,",moor,en veltman . * ™ twa ? 7- ®ciro1ner » dooi do k,"a^ stadsschouwburg . ) directie : van ollefen , moor en veltman . * ™ twa ? 7- ®ciro1ner » dooi do k"
moor,70,"chters van haseman schoot ze echter , voeral nu",moor,"naast haar stond , te kort . de heeren van olle","chters van haseman schoot ze echter , voeral nu moor naast haar stond , te kort . de heeren van olle"
moor,71,"directie , bestaande uit de hh . van ollefen ,",moor,"en veltman , vermocht . tot dusver evenwel was","directie , bestaande uit de hh . van ollefen , moor en veltman , vermocht . tot dusver evenwel was"
moor,72,oen . vooiv loopig dus verdient bovenal de heer,moor,hulde voorzijn spel ; waar hij kloek en vierkan,oen . vooiv loopig dus verdient bovenal de heer moor hulde voorzijn spel ; waar hij kloek en vierkan
moor,73,"racht . stadsschouwburg . ( dir . van ollefen ,",moor,& veltman ) . dinsdag 7 oct ( 7 % u . ) fransch,"racht . stadsschouwburg . ( dir . van ollefen , moor & veltman ) . dinsdag 7 oct ( 7 % u . ) fransch"
moor,74,". abb williams , moyse , liverpool . - minnie ,",moor,"» , id . frederikstad , 23 sept. lina , olscn ,",". abb williams , moyse , liverpool . - minnie , moor » , id . frederikstad , 23 sept. lina , olscn ,"
moor,75,ering op den stadsschouburg verdient veel lof .,moor,"levert eea prachtige type van den ruwen smid ,","ering op den stadsschouburg verdient veel lof . moor levert eea prachtige type van den ruwen smid ,"
moor,76,"chters van haseman schoot ze echter , vooral nu",moor,"naast haar atond , te kart . de heeren van olle","chters van haseman schoot ze echter , vooral nu moor naast haar atond , te kart . de heeren van olle"
moor,77,"houwburg van amsterdam , directie van ollefen ,",moor,en veltman . de lotgevallen van een jong edelma,"houwburg van amsterdam , directie van ollefen , moor en veltman . de lotgevallen van een jong edelma"
moor,78,"oorbel . stadsschouwburg . ( dir . v.ollefen ,",moor,& veltman ) zaterdag 1 nov . ( 7i/2u . ) : de r,"oorbel . stadsschouwburg . ( dir . v.ollefen , moor & veltman ) zaterdag 1 nov . ( 7i/2u . ) : de r"
moor,79,"rins von bismar.k te weenen ontsproten is , nog",moor,"onweerswolken voor d » toekomst samentrekt , da","rins von bismar.k te weenen ontsproten is , nog moor onweerswolken voor d » toekomst samentrekt , da"
moor,80,"im^b^m stadsschouwburg . directie tan ollefen ,",moor,"en veltman . zaterdag 1 , zondag 2on maandag 3","im^b^m stadsschouwburg . directie tan ollefen , moor en veltman . zaterdag 1 , zondag 2on maandag 3"
moor,81,"ur . stadsschouwburg . directie : van ollefen ,",moor,"w veltman . dinsdag 4 november , door ie komnkl","ur . stadsschouwburg . directie : van ollefen , moor w veltman . dinsdag 4 november , door ie komnkl"
moor,82,"tra hm stadsschouwburg . directie van ollefen ,",moor,en veltman . zaterdag 25 en zondag 26 october s,"tra hm stadsschouwburg . directie van ollefen , moor en veltman . zaterdag 25 en zondag 26 october s"
moor,83,"rdinand dngué , vertaald door den heer l. b.j .",moor,". sta sissj kguwbürg . directie : van ollefen ,","rdinand dngué , vertaald door den heer l. b.j . moor . sta sissj kguwbürg . directie : van ollefen ,"
moor,84,". sta sissj kguwbürg . directie : van ollefen ,",moor,"bn veltman . dinsdag ss octoiter , door de koni",". sta sissj kguwbürg . directie : van ollefen , moor bn veltman . dinsdag ss octoiter , door de koni"
moor,85,"tra hm stadsschouwburg . directie van ollefen ,",moor,en veltman . zaterdag 25 en zondag 26 october s,"tra hm stadsschouwburg . directie van ollefen , moor en veltman . zaterdag 25 en zondag 26 october s"
moor,86,"rdinand dngué , vertaald door den heer l. b.j .",moor,". sta sissj kguwbürg . directie : van ollefen ,","rdinand dngué , vertaald door den heer l. b.j . moor . sta sissj kguwbürg . directie : van ollefen ,"
moor,87,". sta sissj kguwbürg . directie : van ollefen ,",moor,"bn veltman . dinsdag ss octoiter , door de koni",". sta sissj kguwbürg . directie : van ollefen , moor bn veltman . dinsdag ss octoiter , door de koni"
moor,88,"sta_.ssc_a » iiwbitkg . directie van ollefen ,",moor,« veltman . zaterdag 25 en zondag 26 october dr,"sta_.ssc_a » iiwbitkg . directie van ollefen , moor « veltman . zaterdag 25 en zondag 26 october dr"
moor,89,"erdinand dugué , vertaald doodden heer l. b. j.",moor,. sf ass-ssc m @ ïjwbüi_-g. directie : van olle,"erdinand dugué , vertaald doodden heer l. b. j. moor . sf ass-ssc m @ ïjwbüi_-g. directie : van olle"
moor,90,"ass-ssc m @ ïjwbüi_-g. directie : van ollefen ,",moor,"kn veltman . » _ksda « 28 october , deor de kon","ass-ssc m @ ïjwbüi_-g. directie : van ollefen , moor kn veltman . » _ksda « 28 october , deor de kon"
moor,91,"sta_.ssc_a » iiwbitkg . directie van ollefen ,",moor,« veltman . zaterdag 25 en zondag 26 october dr,"sta_.ssc_a » iiwbitkg . directie van ollefen , moor « veltman . zaterdag 25 en zondag 26 october dr"
moor,92,"erdinand dugué , vertaald doodden heer l. b. j.",moor,. sf ass-ssc m @ ïjwbüi_-g. directie : van olle,"erdinand dugué , vertaald doodden heer l. b. j. moor . sf ass-ssc m @ ïjwbüi_-g. directie : van olle"
moor,93,"ass-ssc m @ ïjwbüi_-g. directie : van ollefen ,",moor,"kn veltman . » _ksda « 28 october , deor de kon","ass-ssc m @ ïjwbüi_-g. directie : van ollefen , moor kn veltman . » _ksda « 28 october , deor de kon"
moor,94,moedigend . de pmladelpkia ( spoorweg verroerde,moor,personen en goederen dan ooit en maakt 12 pct .,moedigend . de pmladelpkia ( spoorweg verroerde moor personen en goederen dan ooit en maakt 12 pct .
moor,95,"ggen . btadsbcho.wb-r- . directie van ollefen ,",moor,"en veltman . zaterdag 11 , zondag 12 en maandag","ggen . btadsbcho.wb-r- . directie van ollefen , moor en veltman . zaterdag 11 , zondag 12 en maandag"
moor,96,"a » st.'hiiiwbtk ( - . directie : van ollefen ,",moor,"bn veltman . van ollefen , moor en veltman . za","a » st.'hiiiwbtk ( - . directie : van ollefen , moor bn veltman . van ollefen , moor en veltman . za"
moor,97,": van ollefen ,",moor,"bn veltman . van ollefen , moor en veltman . zaterdag 11 , zondag 12 en maandag",": van ollefen , moor bn veltman . van ollefen , moor en veltman . zaterdag 11 , zondag 12 en maandag"
moor,98,"a » st.'hiiiwbtk ( - . directie : van ollefen ,",moor,"bn veltman . dinsdag 14 october , door do konin","a » st.'hiiiwbtk ( - . directie : van ollefen , moor bn veltman . dinsdag 14 october , door do konin"
moor,99,"n , `` stadsscttouwburg . ( dir . van ollefen ,",moor,& veltman ) » zaterdag 11 oct ( 71/2 u. ) . de,"n , `` stadsscttouwburg . ( dir . van ollefen , moor & veltman ) » zaterdag 11 oct ( 71/2 u. ) . de"
moor,100,"stadsschouwburg . ' ~ directie : van ollefen ,",moor,"en veltman . « j ? o dag v october , door do ko","stadsschouwburg . ' ~ directie : van ollefen , moor en veltman . « j ? o dag v october , door do ko"
moor,101,"efst nog vroege * , mét de oude falen , eu eene",moor,"wetenschappelijke beoefening ? q * nieuwe ri ,","efst nog vroege * , mét de oude falen , eu eene moor wetenschappelijke beoefening ? q * nieuwe ri ,"
moor,102,"houwburg van amsterdam , directie van ollefen ,",moor,en veltman . de lotgevallen van een jong edelma,"houwburg van amsterdam , directie van ollefen , moor en veltman . de lotgevallen van een jong edelma"
moor,103,"ggen . stausscbocwbvro . directie tan ollefen ,",moor,• » veltman . woensdag 29 october . de lotgeval,"ggen . stausscbocwbvro . directie tan ollefen , moor • » veltman . woensdag 29 october . de lotgeval"
moor,104,"uur . stadsschouwburg directie : van ollefen ,",moor,"es veltman . dinsdag 4 november , deer ie konin","uur . stadsschouwburg directie : van ollefen , moor es veltman . dinsdag 4 november , deer ie konin"
moor,105,"ggen . stausscbocwbvro . directie tan ollefen ,",moor,• » veltman . woensdag 29 october . de lotgeval,"ggen . stausscbocwbvro . directie tan ollefen , moor • » veltman . woensdag 29 october . de lotgeval"
moor,106,"uur . stadsschouwburg directie : van ollefen ,",moor,"es veltman . dinsdag 4 november , deer ie konin","uur . stadsschouwburg directie : van ollefen , moor es veltman . dinsdag 4 november , deer ie konin"
moor,107,"ggen . stadsschouwburg . directie tan ollefen ,",moor,en veltman . woensdag 29 octob » r . de lotgeva,"ggen . stadsschouwburg . directie tan ollefen , moor en veltman . woensdag 29 octob » r . de lotgeva"
moor,108,"» » » stadsschouwburg . directie van ollefen ,",moor,« n veltman . zondag 26 october saïivatob m§pa,"» » » stadsschouwburg . directie van ollefen , moor « n veltman . zondag 26 october saïivatob m§pa"
moor,109,"rdinaud dugué , vertaald door den heer l. b. j.",moor,. aanvang 8 uur . maandag 27 october . de lotge,"rdinaud dugué , vertaald door den heer l. b. j. moor . aanvang 8 uur . maandag 27 october . de lotge"
moor,110,"» » » stadsschouwburg . directie van ollefen ,",moor,« n veltman . zondag 26 october saïivatob m§pa,"» » » stadsschouwburg . directie van ollefen , moor « n veltman . zondag 26 october saïivatob m§pa"
moor,111,"rdinaud dugué , vertaald door den heer l. b. j.",moor,. aanvang 8 uur . maandag 27 october . de lotge,"rdinaud dugué , vertaald door den heer l. b. j. moor . aanvang 8 uur . maandag 27 october . de lotge"
moor,112,"ur . stadsschouwburg . directie : van ollefen ,",moor,"jsn veltman . dinsdag 28 october , door do koni","ur . stadsschouwburg . directie : van ollefen , moor jsn veltman . dinsdag 28 october , door do koni"
moor,113,"rdinaud dugué , vertaald door den heer l. b. j.",moor,. aanvang 8 uur . maandag 27 october . de lotge,"rdinaud dugué , vertaald door den heer l. b. j. moor . aanvang 8 uur . maandag 27 october . de lotge"
moor,114,"ur . stadsschouwburg . directie : van ollefen ,",moor,"jsn veltman . dinsdag 28 october , door do koni","ur . stadsschouwburg . directie : van ollefen , moor jsn veltman . dinsdag 28 october , door do koni"
moor,115,"* » * 'lra- « > ssch©uwhur « . 9 van ollefen ,",moor,"en veltman . _ zondag 26 october mmma9 taq ï ,","* » * 'lra- « > ssch©uwhur « . 9 van ollefen , moor en veltman . _ zondag 26 october mmma9 taq ï ,"
moor,116,"urene stadsschouwburg . directie tan ollefen ,",moor,"en veltman . zaterdag 1 , zondag 2on maandag 3","urene stadsschouwburg . directie tan ollefen , moor en veltman . zaterdag 1 , zondag 2on maandag 3"
moor,117,"ur . stadsschouwburg . directie : van ollefen ,",moor,"bn veltman . dinsdag 4 november , doer de konin","ur . stadsschouwburg . directie : van ollefen , moor bn veltman . dinsdag 4 november , doer de konin"
moor,118,"urene stadsschouwburg . directie tan ollefen ,",moor,"en veltman . zaterdag 1 , zondag 2on maandag 3","urene stadsschouwburg . directie tan ollefen , moor en veltman . zaterdag 1 , zondag 2on maandag 3"
moor,119,"ur . stadsschouwburg . directie : van ollefen ,",moor,"bn veltman . dinsdag 4 november , doer de konin","ur . stadsschouwburg . directie : van ollefen , moor bn veltman . dinsdag 4 november , doer de konin"
moor,120,"ber 1879. stadsschouwburg . ( dir . v.ollefen ,",moor,& veltman ) . donderdag 30 oct. ( 7i/2 u . ) ap,"ber 1879. stadsschouwburg . ( dir . v.ollefen , moor & veltman ) . donderdag 30 oct. ( 7i/2 u . ) ap"
moor,121,"nrent stadsschouwburg . directie tan ollefen ,",moor,"on veltman . zaterdag 1 , zondag 2 on maandag 3","nrent stadsschouwburg . directie tan ollefen , moor on veltman . zaterdag 1 , zondag 2 on maandag 3"
moor,122,"ur . stadsschouwburg . directie : van ollefen ,",moor,"bn veltman . dinsdag 4 november , door de konin","ur . stadsschouwburg . directie : van ollefen , moor bn veltman . dinsdag 4 november , door de konin"
moor,123,"nrent stadsschouwburg . directie tan ollefen ,",moor,"on veltman . zaterdag 1 , zondag 2 on maandag 3","nrent stadsschouwburg . directie tan ollefen , moor on veltman . zaterdag 1 , zondag 2 on maandag 3"
moor,124,"ur . stadsschouwburg . directie : van ollefen ,",moor,"bn veltman . dinsdag 4 november , door de konin","ur . stadsschouwburg . directie : van ollefen , moor bn veltman . dinsdag 4 november , door de konin"
moor,125,met groot talent werd de hoofdrol door den heer,moor,vervuld . hij had zich geheel met dat karakter,met groot talent werd de hoofdrol door den heer moor vervuld . hij had zich geheel met dat karakter
moor,126,"houwburg van amsterdam , directie van ollefen ,",moor,en velt man . de lotgevallen van een jong eulel,"houwburg van amsterdam , directie van ollefen , moor en velt man . de lotgevallen van een jong eulel"
moor,127,"> het i stadsschouwburg . dictie van ollefen ,",moor,ei veltman . w > * s4k ' en donderdag 2 october,"> het i stadsschouwburg . dictie van ollefen , moor ei veltman . w > * s4k ' en donderdag 2 october"
moor,128,"ouden . stadsschouwburg . ( dir . van ollefen ,",moor,& v'eltman ) . woensdag 1 oct ( '7i/2 u . ) : d,"ouden . stadsschouwburg . ( dir . van ollefen , moor & v'eltman ) . woensdag 1 oct ( '7i/2 u . ) : d"
moor,129,"r , i « stadsschouwburg . dinatie van ollefen ,",moor,e » veltman . wb » ss4 » z ' en donderdag 2 oct,"r , i « stadsschouwburg . dinatie van ollefen , moor e » veltman . wb » ss4 » z ' en donderdag 2 oct"
moor,130,"nur stadsschouwburg . directie : van ollefen ,",moor,"« n veltman . dinsdag 1 october , deor de kanin","nur stadsschouwburg . directie : van ollefen , moor « n veltman . dinsdag 1 october , deor de kanin"
moor,131,"3 october 1879 , 7 ure . directie van ollefen ,",moor,"en veltman , van den stads-schouv : burg te ams","3 october 1879 , 7 ure . directie van ollefen , moor en veltman , van den stads-schouv : burg te ams"
moor,132,"sghoïïlfßuieil , brg , '' direcue van ollefen ,",moor,"en veltman woensdag 8 en donderdag 9 october ,","sghoïïlfßuieil , brg , '' direcue van ollefen , moor en veltman woensdag 8 en donderdag 9 october ,"
moor,133,r . stanssrnotiwßußg . ' nrzc « .^van ollefen .,moor,"bn veltman groote opera in vijf bedrqven , muzi","r . stanssrnotiwßußg . ' nrzc « .^van ollefen . moor bn veltman groote opera in vijf bedrqven , muzi"
moor,134,"sghoïïlfßuieil , brg , '' direcue van ollefen ,",moor,"en veltman woensdag 8 en donderdag 9 october ,","sghoïïlfßuieil , brg , '' direcue van ollefen , moor en veltman woensdag 8 en donderdag 9 october ,"
