word,line_number,left_context,keyword,right_context,full_line
moor,12,. | dc genuefe gelant heef : den laciftgcmcltc,moor,"na genua te ruggcfondcn , alwaer hy als slaef e",". | dc genuefe gelant heef : den laciftgcmcltc moor na genua te ruggcfondcn , alwaer hy als slaef e"
moor,13,"levcrpole , pietcr tonkins van plymouth , elia",moor,"van cartagena , en john price van chcftcr ; te","levcrpole , pietcr tonkins van plymouth , elia moor van cartagena , en john price van chcftcr ; te"
moor,14,"gebugt : alen wil , dat de genuefe gefant defen",moor,weer 11a genua ou de galeven te rug lal fenden,"gebugt : alen wil , dat de genuefe gefant defen moor weer 11a genua ou de galeven te rug lal fenden"
moor,15,"crt van smirna , dirk smith van lisbon , samuei",moor,"ver . cuba , pieter smith van zihjaó , én kan l","crt van smirna , dirk smith van lisbon , samuei moor ver . cuba , pieter smith van zihjaó , én kan l"
moor,16,"'iepen van harmen wijngaert van smirna , samuel",moor,"van cuba , dirck smith van lifiabon , pieter sm","'iepen van harmen wijngaert van smirna , samuel moor van cuba , dirck smith van lifiabon , pieter sm"
moor,17,"daris van windou ; jacob douwefle snel , marren",moor,", clacs fokkcs , cn salotnóo pieterlc van danzi","daris van windou ; jacob douwefle snel , marren moor , clacs fokkcs , cn salotnóo pieterlc van danzi"
moor,18,"daris van windou ; jacob douwcffe snel , martcn",moor,", clacs fokkes , cn salomón picterle van danzie","daris van windou ; jacob douwcffe snel , martcn moor , clacs fokkes , cn salomón picterle van danzie"
moor,19,"fordc , g : rrit ides van noortkopping , thomas",moor,van lo ; > . den ; to : stockholm ( van waer ga,"fordc , g : rrit ides van noortkopping , thomas moor van lo ; > . den ; to : stockholm ( van waer ga"
moor,20,ie des conings van mafllef silvcr en met silver,moor,"bekleed is , fullen tnaendag na fredriksburg ge","ie des conings van mafllef silvcr en met silver moor bekleed is , fullen tnaendag na fredriksburg ge"
moor,21,en nederlanden . 's gravenhage den n maert . dr,moor,die door den heer oliviei minifter des konings,en nederlanden . 's gravenhage den n maert . dr moor die door den heer oliviei minifter des konings
moor,22,"s , tot biltchop van barcelona had benoemt . de",moor,die wegens den spaente mitiifter na weenen en v,"s , tot biltchop van barcelona had benoemt . de moor die wegens den spaente mitiifter na weenen en v"
moor,23,"t waerneemr , i. ook nog dagelyks den meergem .",moor,"hiet ' te gemoet 2iende , fo dat men int kott d","t waerneemr , i. ook nog dagelyks den meergem . moor hiet ' te gemoet 2iende , fo dat men int kott d"
moor,24,"wier - neemt , • is ood * . noch dagelijcks deu",moor,hier te eraoct llcndcj foo dat min in 'tkoit ve,"wier - neemt , • is ood * . noch dagelijcks deu moor hier te eraoct llcndcj foo dat min in 'tkoit ve"
moor,25,aer in een ectzael behangen .met groen gewiteit,moor,", flaepkamer , bovrnz.fltj.- , kookcr , strinen","aer in een ectzael behangen .met groen gewiteit moor , flaepkamer , bovrnz.fltj.- , kookcr , strinen"
moor,26,en huüwlyk voltrekken tuflehen rotcrt widah een,moor,uyt het lan < l van de : i keyze ' r van ivpaw,en huüwlyk voltrekken tuflehen rotcrt widah een moor uyt het lan < l van de : i keyze ' r van ivpaw
moor,27,ag troude robert whidah een faer wclgein.-.ektc,moor,"van africa , met een engclfe dochter jóhnlbn in","ag troude robert whidah een faer wclgein.-.ektc moor van africa , met een engclfe dochter jóhnlbn in"
moor,28,"a hngetand afge » ae < digi , meo fegt , dat de",moor,", die « oor 7 maenileo tt poft « niveetde , te","a hngetand afge » ae < digi , meo fegt , dat de moor , die « oor 7 maenileo tt poft « niveetde , te"
moor,29,maenden uyt spanjen als courier hier aengekorae,moor,", is eyndelyk te tug gezonden ; 't welk eenige","maenden uyt spanjen als courier hier aengekorae moor , is eyndelyk te tug gezonden ; 't welk eenige"
moor,30,"ieede üang tufleben » * yde , beft aten met een",moor,rzcr hek ; ftaende e e voniij . huriinpe binnen,"ieede üang tufleben » * yde , beft aten met een moor rzcr hek ; ftaende e e voniij . huriinpe binnen"
moor,31,toi bet cootiouë-co vaa de belaftiogeo op `` t,moor,", de jmotn , fice. , van den 4 jaly 17 » 1 tot","toi bet cootiouë-co vaa de belaftiogeo op `` t moor , de jmotn , fice. , van den 4 jaly 17 » 1 tot"
moor,32,varkens geflagt . de juffrou dielaetft met den,moor,"whidah getrout is , is van.leer goede familie e","varkens geflagt . de juffrou dielaetft met den moor whidah getrout is , is van.leer goede familie e"
moor,33,"el , j. biggin , ch . read , th . collet , th .",moor,", j. pit ! uhiel en fr . harrifon van nieucafte","el , j. biggin , ch . read , th . collet , th . moor , j. pit ! uhiel en fr . harrifon van nieucafte"
moor,34,fien ipeien.-e tragedie van othello veaetiaeafe,moor,", di « voor dc ï.n s ] locle£c ) rt . e ' vrye","fien ipeien.-e tragedie van othello veaetiaeafe moor , di « voor dc ï.n s ] locle£c ) rt . e ' vrye"
moor,35,fien jpelcn dc tragedie van othello vcuetiaenfe,moor,", di « voor dc oude societcyt der vrye metfelae","fien jpelcn dc tragedie van othello vcuetiaenfe moor , di « voor dc oude societcyt der vrye metfelae"
moor,36,r en meer den moed fchcn . o op te geven : ecne,moor,"lnzarin genacmt , die feer nugtig is en omtrent","r en meer den moed fchcn . o op te geven : ecne moor lnzarin genacmt , die feer nugtig is en omtrent"
moor,37,dden d- > de landen van eenen anderen machtigen,moor,"genaemd lazarin , onder voorwendzel , dat hy de","dden d- > de landen van eenen anderen machtigen moor genaemd lazarin , onder voorwendzel , dat hy de"
moor,38,doen veiklaren . tot velletri is een guiwelyke,moor,"! g.p eègd aen aen ai-t andtei ge'pi , op desze","doen veiklaren . tot velletri is een guiwelyke moor ! g.p eègd aen aen ai-t andtei ge'pi , op desze"
moor,39,"en op dc elf mouritfe sart't van cadix , jame ?",moor,"van belfaft , itte andries van petersburg , en","en op dc elf mouritfe sart't van cadix , jame ? moor van belfaft , itte andries van petersburg , en"
moor,40,"err capt . maniino slu-ffy va : , cadix , james",moor,"van üelfait , en efche andnrfz .. van petersbur","err capt . maniino slu-ffy va : , cadix , james moor van üelfait , en efche andnrfz .. van petersbur"
moor,41,e'krivetftraet by de o'.jesfluvs in de rookende,moor,"t'amfterdam , verkoopt mans witte cabater , b'r","e'krivetftraet by de o'.jesfluvs in de rookende moor t'amfterdam , verkoopt mans witte cabater , b'r"
moor,42,"n vierde duym , langpan 18,20 a 24 voet , extra",moor,en wel geforteertj leggende aan de moolen van d,"n vierde duym , langpan 18,20 a 24 voet , extra moor en wel geforteertj leggende aan de moolen van d"
moor,43,en . dezen namiddag zyn 2 gevange turken en een,moor,ingebragt . offen den 13 juny . de peft houd hi,en . dezen namiddag zyn 2 gevange turken en een moor ingebragt . offen den 13 juny . de peft houd hi
moor,44,gedaen en nog `` « » • '' . f fl in de rookende,moor,", verkoopt mans cabatet leederen hartdfchoenen","gedaen en nog `` « » • '' . f fl in de rookende moor , verkoopt mans cabatet leederen hartdfchoenen"
moor,45,"x ; < nder dik yancaroüna , joiin brownewilliam",moor,", kichard bannis en kiciiaid done.aa van coik ,","x ; < nder dik yancaroüna , joiin brownewilliam moor , kichard bannis en kiciiaid done.aa van coik ,"
moor,46,"rt 17 * ertan men het vior to golden , hebben ,",moor,na dien tyd zal bet niet minder verkegt worden,"rt 17 * ertan men het vior to golden , hebben , moor na dien tyd zal bet niet minder verkegt worden"
moor,47,de kalverftract by de oflefluys in de rookende,moor,", verkoopt mans cabare . leedere handfchocnen ,","de kalverftract by de oflefluys in de rookende moor , verkoopt mans cabare . leedere handfchocnen ,"
moor,48,"fe meefters , als wouwerman , krabbe , karet de",moor,", oftade , teniers , breugel , 7.2. ; steen , v","fe meefters , als wouwerman , krabbe , karet de moor , oftade , teniers , breugel , 7.2. ; steen , v"
moor,49,"t , jochcm kornelifz , gilles pekelharing , jan",moor,", ippe hendriktz , agge alles , aldcrt kornelif","t , jochcm kornelifz , gilles pekelharing , jan moor , ippe hendriktz , agge alles , aldcrt kornelif"
moor,50,"an lajonne ; paulus kluyt , van nantes ; samuel",moor,", van cette ; etnian leake , van batnum ; rober","an lajonne ; paulus kluyt , van nantes ; samuel moor , van cette ; etnian leake , van batnum ; rober"
moor,51,"ftaende in gebrocheerde greyne gronden , fchoon",moor,"broche , bouquet moor , couleurde greyn zatyn d","ftaende in gebrocheerde greyne gronden , fchoon moor broche , bouquet moor , couleurde greyn zatyn d"
moor,52,"e greyne gronden , fchoon",moor,"broche , bouquet moor , couleurde greyn zatyn damiften.diro etfe stof","e greyne gronden , fchoon moor broche , bouquet moor , couleurde greyn zatyn damiften.diro etfe stof"
moor,53,"gryne gronden , fchoon moot -brosje , boucjuet",moor,"gouleutde , grynj zatyn , damaften/dito effen s","gryne gronden , fchoon moot -brosje , boucjuet moor gouleutde , grynj zatyn , damaften/dito effen s"
moor,54,"ilderyen van verfcheyde mceltcr » , als carelde",moor,", voet , lier ! . ' rembrant , affhya , d , gel","ilderyen van verfcheyde mceltcr » , als carelde moor , voet , lier ! . ' rembrant , affhya , d , gel"
moor,55,"childeryen ran rerfcheyde meefters , ih carelde",moor,", voet , berkheyien , oftade , p.embrant , affe","childeryen ran rerfcheyde meefters , ih carelde moor , voet , berkheyien , oftade , p.embrant , affe"
moor,56,"fluweeleav gebrocheerde gryne gronden , fchoon",moor,"brosje , bouquet moor couleurde , gryn , zatyn","fluweeleav gebrocheerde gryne gronden , fchoon moor brosje , bouquet moor couleurde , gryn , zatyn"
moor,57,"de gryne gronden , fchoon",moor,"brosje , bouquet moor couleurde , gryn , zatyn , daxxxaften , ' dito","de gryne gronden , fchoon moor brosje , bouquet moor couleurde , gryn , zatyn , daxxxaften , ' dito"
moor,58,"ruyd liet fpringen , by de kop iicvar : zeeker",moor,", een drukker qaam ook in de gevangenis over he","ruyd liet fpringen , by de kop iicvar : zeeker moor , een drukker qaam ook in de gevangenis over he"
moor,59,"ftaende in gebrocheerde greyne gronden , fchoon",moor,"broche , bouquet moor , coulou'rdo greyn zatyn","ftaende in gebrocheerde greyne gronden , fchoon moor broche , bouquet moor , coulou'rdo greyn zatyn"
moor,60,"e greyne gronden , fchoon",moor,"broche , bouquet moor , coulou'rdo greyn zatyn damaften.ditovffe stof","e greyne gronden , fchoon moor broche , bouquet moor , coulou'rdo greyn zatyn damaften.ditovffe stof"
moor,61,"e fluweelen gebiochéëtde giyne gronden , fchoon",moor,"brosje , bouquet moor couleurde , gryn , zatyn","e fluweelen gebiochéëtde giyne gronden , fchoon moor brosje , bouquet moor couleurde , gryn , zatyn"
moor,62,"de giyne gronden , fchoon",moor,"brosje , bouquet moor couleurde , gryn , zatyn , damaften , dito effe","de giyne gronden , fchoon moor brosje , bouquet moor couleurde , gryn , zatyn , damaften , dito effe"
moor,63,"ds gryne gronden , fchoon mooi btosje , bouquet",moor,"coulemde , gryn , zityn , damaften , dito effen","ds gryne gronden , fchoon mooi btosje , bouquet moor coulemde , gryn , zityn , damaften , dito effen"
moor,64,"luveéjcn ~ehrochee.de gfyne gronden ' , rcböoir",moor,"brosfe , bonq-iet moor couleurdc , gryn , zityn","luveéjcn ~ehrochee.de gfyne gronden ' , rcböoir moor brosfe , bonq-iet moor couleurdc , gryn , zityn"
moor,65,"fyne gronden ' , rcböoir",moor,"brosfe , bonq-iet moor couleurdc , gryn , zityn , damaftën , dito 'eff","fyne gronden ' , rcböoir moor brosfe , bonq-iet moor couleurdc , gryn , zityn , damaftën , dito 'eff"
moor,66,"rgilu-tèn a , .. ' « « tdi.p , n geertje , john",moor,"en jame » . huenp.on , van cern : oe f , . 'aif","rgilu-tèn a , .. ' « « tdi.p , n geertje , john moor en jame » . huenp.on , van cern : oe f , . 'aif"
moor,67,", o with . a. knie , h. bru « , j. haofle , i.",moor,". ƒ• sljrter 9.0. suei , h. c. dry er , m. , la",", o with . a. knie , h. bru « , j. haofle , i. moor . ƒ• sljrter 9.0. suei , h. c. dry er , m. , la"
moor,68,"met de blieven vangifteren derwaerds , en john",moor,na pleymouth . rotterdam den ao may . gifteren,"met de blieven vangifteren derwaerds , en john moor na pleymouth . rotterdam den ao may . gifteren"
moor,69,"kunnen aenvac.den , # 1 » . in die ne.-ii- .. ;",moor,"dan vyftig jaren . „ er fucces is oelaen r , i","kunnen aenvac.den , # 1 » . in die ne.-ii- .. ; moor dan vyftig jaren . „ er fucces is oelaen r , i"
moor,70,ftiiieerd ; en aldaer aengekomen dat van robert,moor,", van londen . tot bourdeaux waren gearriveerd","ftiiieerd ; en aldaer aengekomen dat van robert moor , van londen . tot bourdeaux waren gearriveerd"
moor,71,"te probeeren , en van dor zilver wacrde aen het",moor,directorium verflag re doen . 7.zullen de ducat,"te probeeren , en van dor zilver wacrde aen het moor directorium verflag re doen . 7.zullen de ducat"
moor,72,", '' `` * ■ ; '' • '' ' ! ' , '' ïi * jk dank ü",moor,"dit dienflpligtig en g'etroui ) addresv , .hei",", '' `` * ■ ; '' • '' ' ! ' , '' ïi * jk dank ü moor dit dienflpligtig en g'etroui ) addresv , .hei"
moor,73,"gien gedisponeert , en ' . de hr . guaherus d *",moor,"van lninieizell , èurgernieeitci en raed dor ft","gien gedisponeert , en ' . de hr . guaherus d * moor van lninieizell , èurgernieeitci en raed dor ft"
moor,74,"eerften een inval in 't turkfe gebied doen , te",moor,wyl in walachyen en moldavien een generale opit,"eerften een inval in 't turkfe gebied doen , te moor wyl in walachyen en moldavien een generale opit"
moor,75,"charges gedisponcert , en den heer gualterus de",moor,"van immerzel , burgermccfter en raed der stad g","charges gedisponcert , en den heer gualterus de moor van immerzel , burgermccfter en raed der stad g"
moor,76,"prins van hol ; oov enft-ooy van drie , vier eu",moor,"wcrlten ver in d ~ » '. , .. en , - j geen op h","prins van hol ; oov enft-ooy van drie , vier eu moor wcrlten ver in d ~ » '. , .. en , - j geen op h"
moor,77,"gr . mog tollen te gouda , de heer gualterus de",moor,. van immtrzell ; inhet regiment tan den heer k,"gr . mog tollen te gouda , de heer gualterus de moor . van immtrzell ; inhet regiment tan den heer k"
moor,78,"edifponcert , en acngefteld de heer gaaiterusde",moor,"van immerzeel , burgermeéftetder ftad goud : ,","edifponcert , en acngefteld de heer gaaiterusde moor van immerzeel , burgermeéftetder ftad goud : ,"
moor,79,"gen '' , * h'ebb'en deri keer dr ' gualterut de",moor,van immerz'f77biir'gét'rnéeftef en raad dér sta,"gen '' , * h'ebb'en deri keer dr ' gualterut de moor van immerz'f77biir'gét'rnéeftef en raad dér sta"
moor,80,"enetien , jacob jjies va » livorno , en jacob }",moor,van batcelona 5 tot r'ga robbert gtou # van lcu,"enetien , jacob jjies va » livorno , en jacob } moor van batcelona 5 tot r'ga robbert gtou # van lcu"
moor,81,"i tl uiifulj . jacob jatcs van lit orno , jacob",moor,"van barcelona , eatj jacob phijips van ancona ,","i tl uiifulj . jacob jatcs van lit orno , jacob moor van barcelona , eatj jacob phijips van ancona ,"
moor,82,n de eeae ca dc andere zyde omtrent drie duyz .,moor,en gcfncuvelt . `` ■ : v'\ vyanden alouiine het,n de eeae ca dc andere zyde omtrent drie duyz . moor en gcfncuvelt . `` ■ : v'\ vyanden alouiine het
moor,83,en de spaii|aerden zonden afrtaen ; waer opgeen,moor,zouden mogen verfcheynen ; niirs dit de spanjae,en de spaii|aerden zonden afrtaen ; waer opgeen moor zouden mogen verfcheynen ; niirs dit de spanjae
moor,84,"sgtagt by de biouweis gragt , op her pikhuys de",moor,". op donderdag den 16 may , zal men te amftetda","sgtagt by de biouweis gragt , op her pikhuys de moor . op donderdag den 16 may , zal men te amftetda"
moor,85,"naar londen , jur , janlte naar aichangec-rjan",moor,"naar madera , ' jane janffe , focke sickes , tj","naar londen , jur , janlte naar aichangec-rjan moor naar madera , ' jane janffe , focke sickes , tj"
moor,86,"clies van falïiiouth , benjamin lion . francois",moor,", en john snou van lon- j den , tot dublin will","clies van falïiiouth , benjamin lion . francois moor , en john snou van lon- j den , tot dublin will"
moor,87,"n sr_ lbes ; jofna smith , van londen . , james",moor,", van beifait ; ivillian » cbarnbers.th . ïounf","n sr_ lbes ; jofna smith , van londen . , james moor , van beifait ; ivillian » cbarnbers.th . ïounf"
moor,88,"arel pault.-.i en klaes kempis van l'erersl , ~",moor,"van arcliangel.tjccrd ages van rouan , ker van-","arel pault.-.i en klaes kempis van l'erersl , ~ moor van arcliangel.tjccrd ages van rouan , ker van-"
moor,89,"mierik ! dide- { rik schut van kouicn , ] arno",moor,"vin néfftrir , en gibriel wet 'fteyn viu ceudre","mierik ! dide- { rik schut van kouicn , ] arno moor vin néfftrir , en gibriel wet 'fteyn viu ceudre"
moor,90,pagnie van den heer kapiteyn voibèïgèn ; erj de,moor,"pieter . -van teuloa , tol vendrig van tle < ..","pagnie van den heer kapiteyn voibèïgèn ; erj de moor pieter . -van teuloa , tol vendrig van tle < .."
moor,91,"thirnoieus driskol van st. cruz , co francisco",moor,vao dublio ; tot lisfabon william leyder vao ha,"thirnoieus driskol van st. cruz , co francisco moor vao dublio ; tot lisfabon william leyder vao ha"
moor,92,"zyn m-iiéfl-eyt de noodigc ordre g.f , orri den",moor,de na er te doen ejiecureérf-ti . men ziet hier,"zyn m-iiéfl-eyt de noodigc ordre g.f , orri den moor de na er te doen ejiecureérf-ti . men ziet hier"
moor,93,"het hof geordonneert liet fort uzitza , onfangs",moor,"de keyzerlyke troupen veroverd , te he.ftellen","het hof geordonneert liet fort uzitza , onfangs moor de keyzerlyke troupen veroverd , te he.ftellen"
moor,94,111 . 12. dooi den berw . weet eernhari'nus de,moor,", predikant te gonda . aen alle doove of hariho","111 . 12. dooi den berw . weet eernhari'nus de moor , predikant te gonda . aen alle doove of hariho"
moor,95,"is kersjes , hendrik janfz platjes , e.n willem",moor,", die van daér vertrokken .waren ' , door ftorm","is kersjes , hendrik janfz platjes , e.n willem moor , die van daér vertrokken .waren ' , door ftorm"
moor,96,"l , door den wel- eerw . heet bernh » idinus de",moor,", predikant te gouda- d-meeftbi-dende te vevlcn","l , door den wel- eerw . heet bernh » idinus de moor , predikant te gouda- d-meeftbi-dende te vevlcn"
moor,97,van den tlfct toe ; leggende tegen her dorp van,moor,". .v '' ' l-1 a , t v erden buyte , a-n de : ,","van den tlfct toe ; leggende tegen her dorp van moor . .v '' ' l-1 a , t v erden buyte , a-n de : ,"
moor,98,111. is . door tien fe-w. meet e.-rnhariikut de,moor,", predikant te goi-da . gorinchem by jacob van","111. is . door tien fe-w. meet e.-rnhariikut de moor , predikant te goi-da . gorinchem by jacob van"
moor,99,": xi , dooi den welwjje . heer beinhardinus de",moor,", predikant te gouda . by d. vreek en comp . t'",": xi , dooi den welwjje . heer beinhardinus de moor , predikant te gouda . by d. vreek en comp . t'"
moor,100,": u , doot den wel- eerw . heer bernhardinus de",moor,", predikant te gouda . het traftact , tusfchen",": u , doot den wel- eerw . heer bernhardinus de moor , predikant te gouda . het traftact , tusfchen"
moor,101,"19juny laetftleden , meldende , dat een zeeker",moor,", die in agungvaneen santgeweeft was , eenige v","19juny laetftleden , meldende , dat een zeeker moor , die in agungvaneen santgeweeft was , eenige v"
moor,102,appye en de schat aen hem over te lasten : dele,moor,had hier op dc stad tarridant belegert . de aft,appye en de schat aen hem over te lasten : dele moor had hier op dc stad tarridant belegert . de aft
moor,103,- 11 barbaryen . sta . cv . lx den zs juny . de,moor,", die zich , zoo als voor deezea i ; e.egt ts ,","- 11 barbaryen . sta . cv . lx den zs juny . de moor , die zich , zoo als voor deezea i ; e.egt ts ,"
moor,104,", marten muntly en n. kloemcr van dc canarien ,",moor,"en breder van cette , anne gecikens van nantcs",", marten muntly en n. kloemcr van dc canarien , moor en breder van cette , anne gecikens van nantcs"
moor,105,"pen in zee geloopen , dier onder die van martcn",moor,", marren pierei-fz blom , foppe jar.fz , douwe","pen in zee geloopen , dier onder die van martcn moor , marren pierei-fz blom , foppe jar.fz , douwe"
moor,106,"-claefz . * '' ■ * leeft , van waterford ; amos",moor,"» , van cabo-verde ; jan prinow.en willem jpier","-claefz . * '' ■ * leeft , van waterford ; amos moor » , van cabo-verde ; jan prinow.en willem jpier"
moor,107,"guiton van liflabon , cheesman piercey en th .",moor,"van calais , ic stampert , j. i'owier , j. wigg","guiton van liflabon , cheesman piercey en th . moor van calais , ic stampert , j. i'owier , j. wigg"
moor,108,t'aenvaerden.een onderftuk vati ' r pakhuys de,moor,", ftaende ep ie k • bv dr brouwctlgrage t'ansft","t'aenvaerden.een onderftuk vati ' r pakhuys de moor , ftaende ep ie k • bv dr brouwctlgrage t'ansft"
moor,109,"gsdag morgen ten 9 uren vond zekere morat , een",moor,", dielaatft byde hertogin vanmanchefter heeft g","gsdag morgen ten 9 uren vond zekere morat , een moor , dielaatft byde hertogin vanmanchefter heeft g"
moor,110,", belette , dat de ftrot wierd afgefneden ; de",moor,", dus zyn oogmerk niet konnendebereiken , nam e",", belette , dat de ftrot wierd afgefneden ; de moor , dus zyn oogmerk niet konnendebereiken , nam e"
moor,111,"iftolen , doch daar wierd niemand gevonden . de",moor,"is door den lord carpentcr in newgate gezet , e","iftolen , doch daar wierd niemand gevonden . de moor is door den lord carpentcr in newgate gezet , e"
moor,112,"noorwegen , john abbon na gottenburg , en ralp",moor,na sunderland . aan deze stad zyn gekomen helle,"noorwegen , john abbon na gottenburg , en ralp moor na sunderland . aan deze stad zyn gekomen helle"
moor,113,"noorweegen , john abbon na gotrcnbuig , en ralp",moor,na stindèfland . tot riga waren gearrirèerr de,"noorweegen , john abbon na gotrcnbuig , en ralp moor na stindèfland . tot riga waren gearrirèerr de"
moor,114,"n van kroe-nftad , ] ün mooy van riga 'en ralpa",moor,van sttnderlaad . tot bourdeaux lag zeylree pië,"n van kroe-nftad , ] ün mooy van riga 'en ralpa moor van sttnderlaad . tot bourdeaux lag zeylree pië"
moor,115,"b knaap en pietet van sant na noorwegen , ralph",moor,"n , i sunderland , en john ollon na gottenburg","b knaap en pietet van sant na noorwegen , ralph moor n , i sunderland , en john ollon na gottenburg"
moor,116,"nden , thomas robbifon , george jurdilón , ralf",moor,"na sunderland » jan albeitfz.naportsmouth , en","nden , thomas robbifon , george jurdilón , ralf moor na sunderland » jan albeitfz.naportsmouth , en"
moor,117,"danzig , steven tiflerel , john jounger , ralp",moor,", williamschiphard , john heffen nasunderland ,","danzig , steven tiflerel , john jounger , ralp moor , williamschiphard , john heffen nasunderland ,"
moor,118,", benjamin louis na cadix hendrik holm en john",moor,"na liffabon , john harper na cadix , ary uyting",", benjamin louis na cadix hendrik holm en john moor na liffabon , john harper na cadix , ary uyting"
moor,119,", benjamin louis na cadix hendrik holm en john",moor,"na liflfabon , john harpcr na cadix , ary uytin",", benjamin louis na cadix hendrik holm en john moor na liflfabon , john harpcr na cadix , ary uytin"
moor,120,"pton ; will . bief haai ' poel ; h. holm , john",moor,; en johnwarwik naar lisbon ; aryuytingé'ri baf,"pton ; will . bief haai ' poel ; h. holm , john moor ; en johnwarwik naar lisbon ; aryuytingé'ri baf"
moor,121,"aer agrer , ftaende op de kolk daer de ruftende",moor,"in de gevel ftaet , en agter uyrkomende in de d","aer agrer , ftaende op de kolk daer de ruftende moor in de gevel ftaet , en agter uyrkomende in de d"
moor,122,"aet agtet , ftaende op de kolk daer de tuttende",moor,", n de gevel itaet en agt « uytkomende in de di","aet agtet , ftaende op de kolk daer de tuttende moor , n de gevel itaet en agt « uytkomende in de di"
moor,123,"ché van duynkerken , * , te villa-gratiofa ed .",moor,van londen f to rochel kapt . grenoix van st. d,"ché van duynkerken , * , te villa-gratiofa ed . moor van londen f to rochel kapt . grenoix van st. d"
moor,124,r arbi traite ftrafte te verbieden dat men niet,moor,„ it het ryk ven-oere lo als tot hier toe gofch,r arbi traite ftrafte te verbieden dat men niet moor „ it het ryk ven-oere lo als tot hier toe gofch
moor,125,"an narva. , barend koper vin st ' sc.o , p-alph",moor,van sunderlaud ; en door fchade en lekka rug uy,"an narva. , barend koper vin st ' sc.o , p-alph moor van sunderlaud ; en door fchade en lekka rug uy"
moor,126,paffeert de schepen van de schippers ttumbal en,moor,", uyt noorwegen . londen den 12 september . mae","paffeert de schepen van de schippers ttumbal en moor , uyt noorwegen . londen den 12 september . mae"
moor,127,"tïeftnrèérd ttyt de hand te verkopen , een zeer",moor,"doortimmert hu ' met 17 tóyaale vertrekken , en","tïeftnrèérd ttyt de hand te verkopen , een zeer moor doortimmert hu ' met 17 tóyaale vertrekken , en"
moor,128,", in francois du que van pont i'abbé , robbert",moor,"van nantes , pierre griffe van la rocge benard",", in francois du que van pont i'abbé , robbert moor van nantes , pierre griffe van la rocge benard"
moor,129,öux ! k : zeeuws conij pagnies-schip van jan de,moor,mee ? oo slaven « yt guiaeti ; hendr . | wefter,öux ! k : zeeuws conij pagnies-schip van jan de moor mee ? oo slaven « yt guiaeti ; hendr . | wefter
moor,130,", niet tet jagt . de herrog van medina ccli is",moor,sralnieefter der koningin i „ plaets van den pr,", niet tet jagt . de herrog van medina ccli is moor sralnieefter der koningin i „ plaets van den pr"
moor,131,nge aan dezelve zal werden gedaan . cornelis de,moor,", in zyn leeven paftybfikker te rotterdam , en","nge aan dezelve zal werden gedaan . cornelis de moor , in zyn leeven paftybfikker te rotterdam , en"
moor,132,zyn tot de nalaatenfchap van gemelde cornelisdt,moor,", verzogt , zich met behoorlyke bewyzen te addi","zyn tot de nalaatenfchap van gemelde cornelisdt moor , verzogt , zich met behoorlyke bewyzen te addi"
