word;word_group;matched_variation;context;year;file_path;original_token;target_position;context_length;signature;hash
inboorling;inboorling;inboorlingen;ferdi narid, mynen zeer waarden en beminden zoon ,en aan de infanten , prelaateri , hertogen , marquifen . , als meede aan alle myne inboorlingen cri on derdaanen , van wat staat of waardigheid ij ook zyn mogen, in alle.de steeden , veilingen ,en dorpen van rmyrie koningryken en heerlykhe;1736;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1736/08/17/DDD_ddd_010906689_mpeg21/DDD_010906689_0002_articletext.xml;inboorlingen;25;51;ferdi narid mynen waarden beminden zoon infanten prelaateri hertogen marquifen meede myne inboorlingen derdaanen staat waardigheid allede steeden veilingen dorpen rmyrie koningryken heerlykhe;b9f9c2254454fd87d74d4c4b6cbbf287
inboorling;inboorling;inboorlingen;gekroond, na dal by auo reos gelvoie bad , dat al de bisdommen ea abdvta va fooinkrijefe, ocvens de gouvernementen , bedieningen , ., aea inboorlingen uilengegeven weiden dal dc tioupeo ictgcliiks uy iagebore corfea louder moeten beftaeo , bcbalveo ijco mali fleemde troepen tot cea lijfwagt vao dco coaii dat;1736;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1736/05/31/DDD_ddd_011206490_mpeg21/DDD_011206490_0007_articletext.xml;inboorlingen;25;51;gekroond reos gelvoie bisdommen abdvta fooinkrijefe ocvens gouvernementen bedieningen inboorlingen uilengegeven weiden tioupeo ictgcliiks iagebore corfea louder beftaeo bcbalveo ijco mali fleemde troepen lijfwagt coaii;acdbb9a4e25edd0eb3511028db07f601
inboorling;inboorling;inboorlingen;"inhoudende vo ornaftie rly : ; daif hy van geene militaire nochte andere ampten zou . insijeri dhp. neeren , dan in voordeele van land inboorlingen dat de tio u6, pes insgelyks uyt cotfen zouden mo eten beftaah , tien hondert man vreemde trouppe - welke tot:zyn darde zittl -die .en dat";1736;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1736/05/30/DDD_ddd_010907091_mpeg21/DDD_010907091_0003_articletext.xml;inboorlingen;25;51;inhoudende ornaftie daif geene militaire nochte ampten insijeri neeren voordeele land inboorlingen insgelyks cotfen eten beftaah hondert vreemde trouppe totzyn darde zittl;49f42eb9aa52624a6be5325dc3c62c7e
inboorling;inboorling;inboorlingen;"tie bok plaat zil hebben vaa de goedeeen det lnbcorlin ; .,welke bin-, beji land zyn , en zich niet binnen 10 , en der inboorlingen yjdie fcuyjen zyn , welke zich niet binnen zo dagen aan hunnen nieuwen koning onderwerpen. die blieven daat by, dat ze ederf he fcemagtigen van";1736;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1736/05/30/DDD_ddd_010907091_mpeg21/DDD_010907091_0003_articletext.xml;inboorlingen;25;51;plaat goedeeen lnbcorlin beji land zich inboorlingen yjdie fcuyjen zich dagen nieuwen onderwerpen blieven daat ederf fcemagtigen;3bb6f2e8229252c074657f2e91998414
inboorling;inboorling;inboorlingen;"en goederen van gecuecfen aeo de voora. kamer ge. confukeett. meo wa met dea viceroy gtcoareoieett, dar al de bisdommea ea abdyeo op corfica aea inboorlingen vaa dat eyland fullea gecoofereert werdeo ; dat hy alleenlijk joo vrecm- , de soldaten tot fijo gaarde mag hebbeo dat de tase van de";1736;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1736/05/17/DDD_ddd_011206483_mpeg21/DDD_011206483_0005_articletext.xml;inboorlingen;25;51;goederen gecuecfen voora kamer confukeett viceroy gtcoareoieett bisdommea abdyeo corfica inboorlingen eyland fullea gecoofereert werdeo alleenlijk vrecm soldaten fijo gaarde hebbeo tase;cb0027691653f76fe915759b1cab0e7a
inboorling;inboorling;inboorlingen;"koning word het invoeren van allerley soort van vreemde tabak iri brazilien, of de onderhoorige provintien, niet alleen aan vreemdelingen , maar ook aan de inboorlingen des lands op pcene van zeer zwaare straffe verboden; en zyne majt. gebied wyders , dar al de tabak, welke men tegen dit verbod magtig";1736;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1736/05/09/DDD_ddd_010907082_mpeg21/DDD_010907082_0001_articletext.xml;inboorlingen;25;51;word invoeren allerley soort vreemde tabak brazilien onderhoorige provintien vreemdelingen inboorlingen lands pcene zwaare straffe verboden majt gebied wyders tabak verbod magtig;c5bc75a1758517a22f2709100d4b2d6a
inboorling;inboorling;inboorling;"tenjvolt-- len bereiken, hebben wy; om ze lve te bevorderen , goedgevonden met deezen te gebieden , dat geen schipper; hy zy vre emdev: of inboorling deezes lands, zal mo gen rrderftasn voor iemand, onder wat pretext het ook zouw mogen veezen , - hier in ry fe . vreemde en";1735;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1735/04/18/DDD_ddd_010906966_mpeg21/DDD_010906966_0005_articletext.xml;inboorling;25;51;tenjvolt bereiken bevorderen goedgevonden deezen gebieden geen schipper emdev inboorling deezes lands rrderftasn iemand pretext zouw veezen vreemde;1332d83cde24882ed0f0787dd60804a4
inboorling;inboorling;inboorlingen;"niet tegenftaande den grofl en hongersnood weggeworpen, uit vreze dat ze vergiftigt was; wsalomme daar ze quaraen,mcgt menzeeeraanzten onr turken en barbaren , dan voor inboorlingen ei mede-mwoondenn zodanig ren be van eene dolle drift ingenomen.";1735;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1735/04/02/DDD_ddd_010809565_mpeg21/DDD_010809565_0002_articletext.xml;inboorlingen;25;36;tegenftaande grofl hongersnood weggeworpen vreze vergiftigt wsalomme quaraenmcgt menzeeeraanzten turken barbaren inboorlingen medemwoondenn zodanig dolle drift ingenomen;3f740c0a8a7d6a7b764a169cbef7ca31
inboorling;inboorling;inboorling;defclve, eu ordonneerde de twee andere woensdag te executeren. eeo van defe deferteuts wictd op de voorfpraeck vao den ruflife mioifter gepardouneert, alfoo hy eeo inboorling van dat land 1s , cn gjn vader bet cerfte oorlogfchip geen de ruften oodei peter de grooteo uyrgcruft hebben , gecommandeett heeft. deo hertog;1735;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1735/05/19/DDD_ddd_011206187_mpeg21/DDD_011206187_0007_articletext.xml;inboorling;25;51;defclve ordonneerde executeren defe deferteuts wictd voorfpraeck ruflife mioifter gepardouneert alfoo inboorling land vader cerfte oorlogfchip geen ruften oodei peter grooteo uyrgcruft gecommandeett hertog;d8545f7652d4a9240b9a5add1e649baf
inboorling;inboorling;inboorlingen;"van seriyn ontboden om watermolens te maken ; dog men acht dat ze ten eerften re rug zullen werden gezonden , op de vertogen der inboorlingen dar zy in ftaet zyn het zelve wetk te doen. van . olfcnbuttd heeft men , dat de erfprins heeden na zyn regiment by keyzetl.";1735;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1735/05/19/DDD_ddd_010710526_mpeg21/DDD_010710526_0002_articletext.xml;inboorlingen;25;51;seriyn ontboden watermolens maken eerften gezonden vertogen inboorlingen ftaet zelve wetk olfcnbuttd erfprins heeden regiment keyzetl;7ee64a27ac0f30ba809db48ff495a7c3
inboorling;inboorling;inboorlingen;"een diftinfticen voorregt . ,geea onze koningen. andere nderfcheid.maar van geene onderdaanen in vrankryk gebruykt mag worden ten opzigtc van zyne majt. ;,mogende geene franffe inboorlingen hem aaders dan volftrektclyk koning noemen , tot blyk van ndeiweiping aan zyne heet. happy. 4 maahdag-ochtent is onder de brug van notre dame een.stetlr";1735;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1735/06/22/DDD_ddd_010906994_mpeg21/DDD_010906994_0005_articletext.xml;inboorlingen;25;51;diftinfticen voorregt geea koningen nderfcheidmaar geene onderdaanen vrankryk gebruykt opzigtc majt mogende geene franffe inboorlingen aaders volftrektclyk noemen blyk ndeiweiping heet happy maahdagochtent brug notre dame eenstetlr;5fc40ca083a8a4fc6f5d11289029f418
inboorling;inboorling;inboorling;petfiaanfe veldheer kou li kap- uyt: bourgogne kfkbmftig .was maarde ngelfen toonen, me kl aare be wyze , daf zyn vader aleiander mat culikane en inboorling van schotland is geweeft, die onder james den il. in lerland gediend , vervolgens.eenigen tyd te st. geripaino hlaye gewoond , eh zich van daaf,;1735;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1735/03/30/DDD_ddd_010906958_mpeg21/DDD_010906958_0005_articletext.xml;inboorling;25;51;petfiaanfe veldheer bourgogne kfkbmftig maarde ngelfen toonen aare wyze vader aleiander culikane inboorling schotland geweeft james lerland gediend vervolgenseenigen geripaino hlaye gewoond zich daaf;5a0c03b710fcdf8e774da191a4bd40a7
inboorling;inboorling;inboorlingen;ten nadeele van het koninglyk gezag en deszelfs oppermagt. maar ook eene handtaftelyke fehending , zyner koninglyke verblyfplaats , die tot noch toe en door inboorlingen en door vreemdelingen kan , gtmeikt als eene geheiligde plaatfe, en zoo veel eerbied waaidig ij, dar het mihfte bedryf van geweld , welk in;1735;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1735/03/28/DDD_ddd_010906957_mpeg21/DDD_010906957_0002_articletext.xml;inboorlingen;25;51;nadeele koninglyk gezag deszelfs oppermagt handtaftelyke fehending zyner koninglyke verblyfplaats inboorlingen vreemdelingen gtmeikt geheiligde plaatfe eerbied waaidig mihfte bedryf geweld welk;d0532b8fe11844b5e34eb294350849c4
inboorling;inboorling;inboorlingen;engeland ontbreekt, dog ik hope , dat zulks niet lang snag duren. eenige franfche minifters hebben door hunne openbare ge ftichten hunne gedachtenis onder hunne inboorlingen vereeu wigt. aan ricbelieuis paris verfchuldigt, de oprechting van de franfche academie , en dat heerlyk gebouw van de sorbets- -,en aana iw net prachtig;1737;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1737/01/29/DDD_ddd_010809570_mpeg21/DDD_010809570_0001_articletext.xml;inboorlingen;25;51;engeland ontbreekt hope zulks lang snag duren franfche minifters openbare ftichten gedachtenis inboorlingen vereeu wigt ricbelieuis paris verfchuldigt oprechting franfche academie heerlyk gebouw sorbets aana prachtig;af7e72f3d5fec59eb76d254d0ba81041
inboorling;inboorling;inboorlingen;my wel hebbende willen verzeeke,, ren ,dit het de uytdrukkelyke begeerte van zyn koningl. hoog heyd dat de bewoonders en kooplieden, zo buytenlan ders als inboorlingen, diezig tot livorno bevinden , of zullen bevinden , in het volle en volkome genot gemaiptineert wer,-, den van alle de privilegie , vrydommen, vryheeden;1737;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1737/08/07/DDD_ddd_010724140_mpeg21/DDD_010724140_0002_articletext.xml;inboorlingen,;25;51;verzeeke uytdrukkelyke begeerte koningl hoog heyd bewoonders kooplieden buytenlan ders inboorlingen diezig livorno bevinden bevinden volle volkome genot gemaiptineert privilegie vrydommen vryheeden;06f14b6a2b56db7ea7aa2e8ba810ab1a
inboorling;inboorling;inboorlingen;wed. van de paltz ook bezit van de goederen als erfgenaeme van den overleede groot hertog haer broeder. men heeft de kooplieden fo vreemden als inboorlingen een brief van gemelde prins meedegedeeld , waer by men hen verzeekerd dat ze alle hunne regren en vrydommen zullen behouden. romen den 20 july.;1737;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1737/08/08/DDD_ddd_010710873_mpeg21/DDD_010710873_0004_articletext.xml;inboorlingen;25;51;paltz bezit goederen erfgenaeme overleede hertog kooplieden vreemden inboorlingen brief gemelde meedegedeeld verzeekerd regren vrydommen behouden romen july;42af67108c2e71358d487564e67718bd
inboorling;inboorling;inboorlingen;wachtendonk hiei te mg gekomen , maar ftaatt zich na een koitveiblyf naat pifa te begeeven. alle dagea vetttekken van hiet veele duytfe officiers en inboorlingen van deeze landen naat hongaiyea, om in den ooilog tegen de tutkea te dienen. . :. - . , : , :. .. genua den;1737;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1737/05/10/DDD_ddd_010907173_mpeg21/DDD_010907173_0001_articletext.xml;inboorlingen;25;51;wachtendonk hiei gekomen ftaatt zich koitveiblyf naat pifa begeeven dagea vetttekken hiet veele duytfe officiers inboorlingen deeze landen naat hongaiyea ooilog tutkea dienen genua;8b3b49649dc7230f29d4ca106333e6f1
inboorling;inboorling;inboorlingen;saxen hildburghaujin van wenen ontfangen 3, hebbende de keizerlyke bekrachtiging der nieuwe land wetten en artikelbrief, door hem ten behoeve van de gra nits of inboorlingen van het land , nevens de commiffariffen door hen ten dien einde verkozen , opgeftelt , zoo wierd befloten , dat den z6 laatftleden de;1737;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1737/03/05/DDD_ddd_010809585_mpeg21/DDD_010809585_0001_articletext.xml;inboorlingen;25;51;saxen hildburghaujin wenen ontfangen keizerlyke bekrachtiging nieuwe land wetten artikelbrief behoeve nits inboorlingen land commiffariffen einde verkozen opgeftelt wierd befloten laatftleden;4d26a7ec4a8bebf60576529391bed3b5
inboorling;inboorling;inboorlingen;lnfantery, of twee honderd man cavallcry zou moeten hellen. 4. dar dc poollc en litthaufe edellieden, in courland goederen bezittende , dezelve privilegie als de inboorlingen zouden hebben , vooruamentlyk het recht van aait den koning en dcßepublyk te appelleeren. . dat de nieuwe hertog de tafel-leen- en allodiaal-goederen, zonder pia;1737;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1737/12/28/DDD_ddd_011206480_mpeg21/DDD_011206480_0003_articletext.xml;inboorlingen;25;51;lnfantery cavallcry hellen poollc litthaufe edellieden courland goederen bezittende privilegie inboorlingen vooruamentlyk recht aait dcßepublyk appelleeren nieuwe hertog tafelleen allodiaalgoederen;29271c490c041026119e9180a4f600cc
inboorling;inboorling;inboorlingen;iic. , waer op do zitting tot ee rgifteren vorf.hovoii wierd , wanneer men voorftclde dat .de amptcn, in olon en lirhauwen niet dan ac inboorlingen zouden mogen gegeeven werden. dien daj wkrj het aflciibriacl-gencht van comlar. geopend , dog de coiifereutieii tot het fciieydon van don ryjesdag voifciiovcn. dc biflilldp;1738;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1738/10/28/DDD_ddd_010712414_mpeg21/DDD_010712414_0002_articletext.xml;inboorlingen;25;51;zitting rgifteren vorfhovoii wierd voorftclde amptcn olon lirhauwen inboorlingen gegeeven wkrj aflciibriaclgencht comlar geopend coiifereutieii fciieydon ryjesdag voifciiovcn biflilldp;1c3f236067d7cc5daf24e0f2cec6ea27
inboorling;inboorling;inboorlingen;"hertogs van lotthatingen uyt te wiffchen , en omfe in ftaet te ftellen van defelve rechten en privilegie te genieten als onfe onderda nen en inboorlingen ; maer het voordeel welck fy tegen woordig hebben van onder de heerfchappy van onfen feer gee erde broeder en schoonvader den coning van polen";1738;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1738/08/21/DDD_ddd_010852359_mpeg21/DDD_010852359_0005_articletext.xml;inboorlingen;25;51;hertogs lotthatingen wiffchen omfe ftaet ftellen defelve rechten privilegie genieten onfe onderda inboorlingen voordeel welck woordig heerfchappy onfen feer erde schoonvader coning polen;fd732ea6ea334d15c91110f60a2767fb
inboorling;inboorling;inboorlingen;, yl .belgrado den jdy. dezer digen il de krygs-kas, die te fetety-: waradein in bewaring geweeft is, herwaarts overgebragt. .vermits dle de am auten. inboorlingen van landfchip albamen, uyt bosnieri na-ir de ix -. kant vin widdiri getrokken zyri hebben wy in sclavonieri voor de vy ij inden riiet veel re;1738;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1738/08/15/DDD_ddd_010907392_mpeg21/DDD_010907392_0005_articletext.xml;inboorlingen;25;51;belgrado dezer digen krygskas fetety waradein bewaring geweeft herwaarts overgebragt vermits auten inboorlingen landfchip albamen bosnieri nair kant widdiri getrokken zyri sclavonieri inden riiet;8ac0f71842992b0d1048acc6fd5b97c7
inboorling;inboorling;inboorlingen;is, en beheifd, dat alle de onderdaanen van koning staniflaus in hertogdom lotharingen voot genatuialifeerde franxten zullen worden gehouden, en dezelfde voorregten genieten met de inboorlingen van dir koningryk , hebbende zyne poolfe majt. in deszelfs staaten ten opzigte van deze nitifl mede een diergdyk edict doen pub iceeren. in gevolge;1738;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1738/08/20/DDD_ddd_010907394_mpeg21/DDD_010907394_0006_articletext.xml;inboorlingen;25;51;beheifd onderdaanen staniflaus hertogdom lotharingen voot genatuialifeerde franxten gehouden dezelfde voorregten genieten inboorlingen koningryk poolfe majt deszelfs staaten opzigte nitifl mede diergdyk edict iceeren gevolge;b7afc5eb5d4d7f0380983f688181cb17
