word;context;year;file_path;original_token;target_position;context_length;signature;hash
inboorling;"flaea . lonen, dat men eenigeonde mchtinge mocht ppi fapgeoirk ten : sulfcx is uytgevoert en eenen grumbles,terwijlhy tijt fat; weggenomen en herwaerts ove rgevoert: inboorling van dit eylant, hecfu et raaer ij ootweynige, laten,cn voor aenleyder van de franfle in het plegen yanmecwg , dige rove ryen, plunderingen en ovcrlaft,verftrect";1697;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1697/05/11/DDD_ddd_011227253_mpeg21/DDD_011227253_0001_articletext.xml;inboorling;25;51;flaea lonen men eenigeonde mchtinge mocht ppi fapgeoirk ten sulfcx uytgevoert eenen grumblesterwijlhy tijt fat weggenomen herwaerts ove rgevoert inboorling dit eylant hecfu raaer ootweynige latencn aenleyder franfle plegen yanmecwg dige rove ryen plunderingen ovcrlaftverftrect;7da0414e348c8d6f2c227783dac81822
inboorlingen;"franfen, die tt ,. inleven waren, gearrette erti maer die gentc die dt- --poluaenfchevrouwengemuwtwaren, zijn wclj; ,tfiagen, en hebben permilfie bekomen, om, ge- wo 6 inboorlingen, hier te mogen blijven woonen. ki- !.rac ea-ancifcocarafra en don ju lio aquaviva en gearriveert zijn , fal den grave decorvcrfano, die- fedeitz jaren op";1674;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1674/01/23/DDD_ddd_010898974_mpeg21/DDD_010898974_0001_articletext.xml;inboorlingen,;25;51;franfen die inleven waren gearrette erti maer die gentc die poluaenfchevrouwengemuwtwaren zijn wclj tfiagen hebben permilfie bekomen inboorlingen hier mogen blijven woonen rac eaancifcocarafra don lio aquaviva gearriveert zijn fal den grave decorvcrfano die fedeitz jaren;cf0699ecf41be10123fa606eb7abadf9
inboorlingen;"een exptcfle , icpol ! :er gearriveert, welekc te ve. ftaen geven , dat de folieken om alle pariyflhap ; vcihoeden, wel weder ycmandvan hare inboorlingen tot konirwi mochten kielen, en dat onder anderen den onder veldheer, oom van den ever leden koningh , en den lietaufchen veldthect paz in groote";1674;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1674/02/20/DDD_ddd_010898986_mpeg21/DDD_010898986_0004_articletext.xml;inboorlingen;25;51;exptcfle icpol gearriveert welekc ftaen geven folieken alle pariyflhap vcihoeden wel weder ycmandvan hare inboorlingen konirwi mochten kielen anderen den veldheer oom den ever leden koningh den lietaufchen veldthect paz groote;5ac837b7cda887eabbe6ef963e5c3271
inboorlingen;thome , dat fy de iranuc afgenomen hebben, weder aen de 10- - gebt orae hadden gereftitueert, die felve hadden gedernouccri als mede dat de inboorlingen van . . adagafcar de ransl- eepcinad hadden votjaegt, betoonende met de ergctfle beter te willen haa- deltn, foo langh fy haer niet compoctceidco, gclijck;1676;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1676/07/14/DDD_ddd_010927112_mpeg21/DDD_010927112_0003_articletext.xml;inboorlingen;25;51;thome iranuc afgenomen hebben weder aen gebt orae hadden gereftitueert die felve hadden gedernouccri als mede inboorlingen adagafcar ransl eepcinad hadden votjaegt betoonende ergctfle beter willen haa deltn foo langh haer niet compoctceidco gclijck;68a711d046c6b76aadc050a00a336d74
inboorlingen;"van lnfantery geworven : hiet de; caivallery behoeft fnen foo niet te handelens want de ru yrers, voorheen afgedanckt, zijn , roor foo veel de inboorlingen aengaet, in waert-gelt aengenomtu ea moeten op eerfte ordres haer onder de in1 die nft gehoude cavalto ry latea employerenv berlijn den 18 january. .";1688;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1688/01/29/DDD_ddd_011225769_mpeg21/DDD_011225769_0003_articletext.xml;inboorlingen;25;51;lnfantery geworven hiet caivallery behoeft fnen foo niet handelens want yrers voorheen afgedanckt zijn roor foo veel inboorlingen aengaet waertgelt aengenomtu moeten eerfte ordres haer in1 die nft gehoude cavalto latea employerenv berlijn den january;0e931f941df90f91d5127aacd625a3aa
inboorlingen;dooi denbewuften lacliair alhier aengenomen waren , fyn aen bootr van een ooft-li ij ch schip gefbnden , om onfe corrpr-gnk in den oorlog met de inboorlingen lant te dienen. mt.timoihti hall is op fyn maj: order tot bifl chop van oxfort inchiflikctk gemackt, dog daci was geen laft om hem tot;1688;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1688/09/14/DDD_ddd_010759002_mpeg21/DDD_010759002_0004_articletext.xml;inboorlingen;25;51;dooi denbewuften lacliair alhier aengenomen waren fyn aen bootr ooftli schip gefbnden onfe corrprgnk den oorlog inboorlingen lant dienen mttimoihti hall fyn maj order bifl chop oxfort inchiflikctk gemackt dog daci was geen laft hem;9b916664aa89cf9531b6fc6f6d6a330d
inboorlingen;"fal gapiteyn vat : lde guarde of groojstajmeefter vao oofeoprias oa fijn ktur werden- men fo ntinjueert,vetrcheyd bedienden re cafleten,en fal haer flaet un met inboorlingen vullen; , ifc btecnco den 8 septembu. de lunenbnrgfe en sweedfe traupen moveren haer, om na den bjiij te.marcheren houden hedea haer : rendevous by";1688;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1688/09/21/DDD_ddd_011225671_mpeg21/DDD_011225671_0002_articletext.xml;inboorlingen;25;51;fal gapiteyn vat lde guarde groojstajmeefter vao oofeoprias fijn ktur werden men ntinjueertvetrcheyd bedienden cafletenen fal haer flaet inboorlingen vullen ifc btecnco den septembu lunenbnrgfe sweedfe traupen moveren haer den bjiij temarcheren houden hedea haer rendevous;e6e17d5519809490d9f73bab28805d96
inboorlingen;haer worck groot nadeel doen,hebben acn den lord aiayor verfoebt, dat niemant van de fclve bier in defe stadt foude mogen wereken, ten zv de inboorlingen felf aen werek waren. van cambridge heeft men, dat aldaer 5 jongelingen groote exceflen, met het uytflaen van glafen en venftcrs, hebben gepleegt, doch daer;1683;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1683/04/27/DDD_ddd_011224846_mpeg21/DDD_011224846_0003_articletext.xml;inboorlingen;25;51;haer worck groot nadeel doenhebben acn den lord aiayor verfoebt niemant fclve bier defe stadt foude mogen wereken ten inboorlingen felf aen werek waren cambridge heeft men aldaer jongelingen groote exceflen uytflaen glafen venftcrs hebben gepleegt doch daer;c6e3e2f8476beeb32ab909a7b283abb7
inboorlingen;menfeootdcckt, fyvol- gens de wet vervolgt ende ter behoorlijcke strafgebracht werden. eude hare majefteyten beveelen hier mede ftri elijck aen alle - paepfche recufinten , inboorlingen ofte-genaturalifccrden, bove den ouderdom van fefthien jser, dat iy volgens de statuten ,op dat stuck gemaeckt na hare lefpcftive woon-piaetfcn uilen moeten vermelen , cnde,;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/05/17/DDD_ddd_011226533_mpeg21/DDD_011226533_0002_articletext.xml;inboorlingen;25;51;menfeootdcckt fyvol gens wet vervolgt ende ter behoorlijcke strafgebracht werden eude hare majefteyten beveelen hier mede ftri elijck aen alle paepfche recufinten inboorlingen oftegenaturalifccrden bove den ouderdom fefthien jser volgens statuten stuck gemaeckt hare lefpcftive woonpiaetfcn uilen moeten vermelen cnde;18a97d4b62fc7de90b75cbbae6a2310d
inboorlingen;doen nakomen. meu befpeutt van dag tot dag meet fwarigheden ir. tet neer liaen van de letfche familien, dewyl fulks fal fttckken tot nadeel der inboorlingen, waet van er eengroot gedeelte va honger vergacn, uyt gebrek van werk welk ook oorfaek is dat de matquis de ncfmond niet meer van dat;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/12/25/DDD_ddd_010707536_mpeg21/DDD_010707536_0001_articletext.xml;inboorlingen,;25;51;doen nakomen meu befpeutt dag dag meet fwarigheden tet neer liaen letfche familien dewyl fulks fal fttckken nadeel der inboorlingen waet eengroot gedeelte honger vergacn uyt gebrek werk welk ook oorfaek matquis ncfmond niet meer;a61225188936e638d983246117bec197
inboorlingen;"cns:fran- cifco,capit. antonio ottonc van arenzano, in 32 dagen van manfredonia. . milaen den 20 february. aen de venetianen is toegeftaen, alle vremdelingcn, rr.aer geen inboorlingen van defenstaet , hier te mogen laten ;erven, in haer dienft aennemen. . venetien den 22 february. een schip van smirna, en lactft van corfu";1686;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1686/03/09/DDD_ddd_011225367_mpeg21/DDD_011225367_0001_articletext.xml;inboorlingen;25;51;cnsfran cifcocapit antonio ottonc arenzano dagen manfredonia milaen den february aen venetianen toegeftaen alle vremdelingcn rraer geen inboorlingen defenstaet hier mogen laten erven haer dienft aennemen venetien den february schip smirna lactft corfu;7b18177681e940f4f93c0035e08dc8db
inboorlingen;moeten de vonrage beforrtenby defe ccafie is het gebeurt, dat een party .van .unen 4 met pjcrdenvoer, .icr thill chateauwilkiicie.vcibrant nee franffe hebben door placcaten inboorlingen van de conti uyt det.geallieeidcn dienft gerevoceert. men kgt, dat den knal ek bouflcrs .ij 11 armee haeft fal laten cantonncren en dat ver kheyeie;1696;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1696/08/25/DDD_ddd_010680191_mpeg21/DDD_010680191_0008_articletext.xml;inboorlingen;25;51;moeten vonrage beforrtenby defe ccafie gebeurt party unen pjcrdenvoer icr thill chateauwilkiicievcibrant nee franffe hebben placcaten inboorlingen conti uyt detgeallieeidcn dienft gerevoceert men kgt den knal bouflcrs armee haeft fal laten cantonncren ver kheyeie;51c1aa00ff23ef2e46b24832e7f654f4
inboorlingen;dc acte tot acnroocdiginge van matioofen meent men dat van goeden effecte fal zyn en behelft, at alle -tioofcn, bootsgefellen, viffchcts, lichteiluyden , schuytevocrdeis . inboorlingen of gcnaiuralizce.de, tynde tuffchen den ouderdom van achtien en vyftig jaitn , hunne namen en woonplaetfen fullen laten tegiitteeien , by een rtthicr van dc;1696;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1696/05/08/DDD_ddd_010870226_mpeg21/DDD_010870226_0001_articletext.xml;inboorlingen;25;51;acte acnroocdiginge matioofen meent men goeden effecte fal zyn behelft alle tioofcn bootsgefellen viffchcts lichteiluyden schuytevocrdeis inboorlingen gcnaiuralizcede tynde tuffchen den ouderdom achtien vyftig jaitn hunne namen woonplaetfen fullen laten tegiitteeien rtthicr;d34cf165786d4a0550c58d1f4360fb42
inboorlingen;om te tonen het groot nadeel, dat den coning vanspangicby het onderhouden van foo veel vremde militie lyt, en lat men eens foo veel eygen inboorlingen met minder koften en meerder gemack van onderdanen en die in tijdt van noot haer vaderlant beter befchermen foude , op de been foude konnen;1685;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1685/10/25/DDD_ddd_011225309_mpeg21/DDD_011225309_0002_articletext.xml;inboorlingen;25;51;tonen groot nadeel den coning vanspangicby onderhouden foo veel vremde militie lyt lat men eens foo veel eygen inboorlingen minder koften meerder gemack onderdanen die tijdt noot haer vaderlant beter befchermen foude been foude konnen;94051db2547e2672e5c5079e24de268f
inboorlingen;, en satardagh door deo geheyme raedt ver high midemeanour in ncwgate gefet: de reden hier van is , het caderfcheppen van eenige brieven, door inboorlingen defes liadts , maer elders haer onthoudende , aen haer gefonden , en vol icherpeen gevaerlijckc woorden tegens den ko, ningende regeringe. londen den aley.;1685;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1685/05/12/DDD_ddd_011225238_mpeg21/DDD_011225238_0002_articletext.xml;inboorlingen;25;51;satardagh deo geheyme raedt ver high midemeanour ncwgate gefet reden hier caderfcheppen eenige brieven inboorlingen defes liadts maer elders haer onthoudende aen haer gefonden vol icherpeen gevaerlijckc woorden tegens den ningende regeringe londen den aley;f454c5c1844df5d320aa6894eec1e9c1
inboorlingen;"advodet ver tocht, om door defclve fijn onnolelheyt te beweren. . , ; , hamburg den 4 december. van coppenhage werdt gefchrevert, dat aen alle inboorlingen verboden is,na de laetftenfebruaryro so onder andere,als deenfle,vlaggen te dienen : dat dc quetlure acu de arm van prins chriftiacn volkome ri gene fen was";1685;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1685/12/08/DDD_ddd_011225328_mpeg21/DDD_011225328_0002_articletext.xml;inboorlingen;25;51;advodet ver tocht defclve fijn onnolelheyt beweren hamburg den december coppenhage werdt gefchrevert aen alle inboorlingen verboden isna laetftenfebruaryro andereals deenflevlaggen dienen quetlure acu arm prins chriftiacn volkome gene fen was;599509017c2097baffd04054f1ee2932
inboorlingen;"het 01.de placcaet tecens de vreemde prieftcrs te renouvelleren, endadat in conformtte van dien delelve niet lullen werden gedoogt , uytr refondert alleen , die inboorlingen zijn. defcn middag heeft den atent - spronflcn acn den baron craegh, extraotdinaris envoye van fijn konincklifeke majetteyt van pcnemarckrn, ecu antwoqtt ; .; .";1687;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1687/10/04/DDD_ddd_011225560_mpeg21/DDD_011225560_0005_articletext.xml;inboorlingen;25;51;01de placcaet tecens vreemde prieftcrs renouvelleren endadat conformtte dien delelve niet lullen werden gedoogt uytr refondert alleen die inboorlingen zijn defcn middag heeft den atent spronflcn acn den baron craegh extraotdinaris envoye fijn konincklifeke majetteyt pcnemarckrn ecu antwoqtt;ca8dc9775697698dab98f85e32046be6
inboorlingen;bedienden vaft te ftellen , de oude stipendie-gelden-te voldoen , dcaccademie en lantfchoolen tot vethindje ring van llefl-ea .ande exceflen te,laten vifiteren en de kindersivan inboorlingen ,voor de vrcmde in employen te ptefereteaen gebruyeken : de ceurvorftelijcfct raden zijn nu ger occupeert, met het opftellen antwoort op dit vcrfoeck., ondertufl cheq;1687;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1687/12/18/DDD_ddd_011225592_mpeg21/DDD_011225592_0003_articletext.xml;inboorlingen;25;51;bedienden vaft ftellen oude stipendiegeldente voldoen dcaccademie lantfchoolen vethindje ring lleflea ande exceflen telaten vifiteren kindersivan inboorlingen vrcmde employen ptefereteaen gebruyeken ceurvorftelijcfct raden zijn ger occupeert opftellen antwoort dit vcrfoeck ondertufl cheq;a6494605dd59bd9ea96cb29dde0f411a
inboorlingen;roma jen 8 january. tot voorfiening van eenige nieu? wecardinale met beneficien ia den staet van milaen, voor foo veelaengaet fulcke, die niet nootfakelijck door inboorlingen bekleet moeten werden, fegt men. dat noch fommige depefches van den gouverneur, den grave van fue nlalida, te gemoet geilen werde . oock verlangt men;1687;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1687/02/15/DDD_ddd_011225434_mpeg21/DDD_011225434_0001_articletext.xml;inboorlingen;25;51;roma jen january voorfiening eenige nieu wecardinale beneficien den staet milaen foo veelaengaet fulcke die niet nootfakelijck inboorlingen bekleet moeten werden fegt men noch fommige depefches den gouverneur den grave fue nlalida gemoet geilen werde oock verlangt men;bd328bf27556536672771b7c657f08cc
inboorlingen;1 tijtgefchiet.alet schepen,uytyrlant in ditßijkgearriveert,heeft men brieven van den 27 dec.uyt ons hooftquartier, welcke alleen bchellen,dat te downe patrick4 regimenten ruytery geinquartiert zijn dat vericheyde inboorlingen een conliderabel getal vee by den hertog van schomberg gebracht hebben , en dat het gerucht liep,dat den major generael mackarty van inniskillingh geefchappeert ioude;1690;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1690/01/19/DDD_ddd_011226135_mpeg21/DDD_011226135_0001_articletext.xml;inboorlingen;25;51;tijtgefchietalet schepenuytyrlant ditßijkgearriveertheeft men brieven den decuyt ons hooftquartier welcke alleen bchellendat downe patrick4 regimenten ruytery geinquartiert zijn vericheyde inboorlingen conliderabel getal vee den hertog schomberg gebracht hebben gerucht liepdat den major generael mackarty inniskillingh geefchappeert ioude;04c09bea20518455ea14c541745d818e
inboorlingen;"italien. arin den 14 january. doot: ceatgr franflche is een fcsdepart meet voor het inlatnelen der dozanea; dls rnenfe reets aen inboorlingen verlaten had, geprselenteerr. . sijn hoogheyi heeft aen de rbomffe switferfle cantonsden uytvoer van een goede quanriteytgraen geconfentecrt. , , milaen den 18 january. ƒ";1690;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1690/02/07/DDD_ddd_011226181_mpeg21/DDD_011226181_0014_articletext.xml;inboorlingen;21;47;italien arin den january doot ceatgr franflche fcsdepart meet inlatnelen der dozanea dls rnenfe reets aen inboorlingen verlaten had geprselenteerr sijn hoogheyi heeft aen rbomffe switferfle cantonsden uytvoer goede quanriteytgraen geconfentecrt milaen den january;6233717dec558ce7770754865642f5b7
inboorlingen;"italien. nrin den 14 january. door ccatge frau flche is een fcsdepart meer voor het infamelen der doganen als menfe reets aen inboorlingen verlaten had, gepratfenteert. ; sijn hoogheyt heeft aen de roomde switferffecantonsden uytvoer van een goede quanriteyt graengeconfenteert. , milaen den 18 january. het uytdeelen van";1690;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1690/02/14/DDD_ddd_011226186_mpeg21/DDD_011226186_0014_articletext.xml;inboorlingen;22;48;italien nrin den january ccatge frau flche fcsdepart meer infamelen der doganen als menfe reets aen inboorlingen verlaten had gepratfenteert sijn hoogheyt heeft aen roomde switferffecantonsden uytvoer goede quanriteyt graengeconfenteert milaen den january uytdeelen;3bf87b805f9844c5cd79b2ffdf6ce63c
inboorlingen;"auuw majcflryts gracfilbnpren van ytfh; cn cornwall en tmmande rendc en chef de gehrt le militie in bevde dc voorfz gracf- - fchappen, foo wel inboorlingen, als en van den shcrif onder luytedonfsen vplt-officiers van. graef ichap van de vonv-nu: in dc stad exeter vergadert den 25 ait gllfti ; ivs";1690;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1690/09/12/DDD_ddd_011226350_mpeg21/DDD_011226350_0002_articletext.xml;inboorlingen,;25;51;auuw majcflryts gracfilbnpren ytfh cornwall tmmande rendc chef gehrt militie bevde voorfz gracf fchappen foo wel inboorlingen als den shcrif luytedonfsen vpltofficiers graef ichap vonvnu stad exeter vergadert den ait gllfti ivs;547e29061d4041cab23de23afb192b34
inboorlingen;achtjes cn van tijt tot tijt voltrockep lal berden , voornamentlijck is, bm dat meniwarigheyt maeckt.foo ve ele duyfenden menfchen te gelijckv welcke rpee ft inboorlingen zijn eb in vranckrijck moeten blijven, teca fleren , fonder eqnige middelen en gelegentheyt van subfiftentie aen te wijfen , alfoo men dae uyt meenigvuldige;1698;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1698/03/25/DDD_ddd_011227361_mpeg21/DDD_011227361_0002_articletext.xml;inboorlingen;25;51;achtjes tijt tijt voltrockep lal berden voornamentlijck meniwarigheyt maecktfoo ele duyfenden menfchen gelijckv welcke rpee inboorlingen zijn vranckrijck moeten blijven teca fleren fonder eqnige middelen gelegentheyt subfiftentie aen wijfen alfoo men dae uyt meenigvuldige;28819cba589af4086d06006f4dc3662c
inboorlingen;zeegevecht met loskiuyt vermaken, ftaen ko rt nae hun wederkom nser homtnt reverteren en verder nae huys voort te reyfen dochmen hoort biet, dat vecle inboorlingen van dit rijck. gielijck voorheen jedproken ij , van intentie zijn, ede tegaen den grave de ttiimtd, franfle ta ambafladeur, lande saturdago?utent te grcenwidt ij;1698;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1698/02/11/DDD_ddd_011227339_mpeg21/DDD_011227339_0002_articletext.xml;inboorlingen;25;51;zeegevecht loskiuyt vermaken ftaen nae hun wederkom nser homtnt reverteren verder nae huys voort reyfen dochmen hoort biet vecle inboorlingen dit rijck gielijck voorheen jedproken intentie zijn ede tegaen den grave ttiimtd franfle ambafladeur lande saturdagoutent grcenwidt;a1abad4d28da03a3c6c521b3deaba4cd
