word,context,year,file_path
moor,"het eynde van die maend duuren : Men fegt dat aen dc Coopluyden die daer op komen, meer voordeden en vryheden als voorlede Jaer gegeven fullcn werden. Dc Biflchop van Bamberg en Wurtzburg affcheyd van den Keyfer en de Minifters genomen hebbende,is cergiftereti na Gollersdorfgercyft , om na verblijf van eenige dagen dc reys na Bamberg voort te fetten. Nadien dc Venetianen onlangs een Keyferl. Schip cn dcflTclfs Equipage aengetaft hebben , foo begeert het Keyferl. Hof een eclatante voldoening ; en by weygering van dien moeten Man na Legnano en Cremi trecken. | Dc Genuefe Gelant heef: den laciftgcmcltc Moor na Genua te ruggcfondcn, alwaer hy als Slaef eeuwig dienen foude.",1731,/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1731/05/31/DDD_ddd_011222852_mpeg21/DDD_011222852_0005_articletext.xml
moor,"Teftaments &c. De Graef van Naflau Hecre vanZcyts is vanUytregt alhier gearriveert en in haerHo.Mo. Vergadering verfcheneu. Ecnige uytheemfe Minifters zijn met de Graef van Rechtercn haer Ho. Mog. Prelident in gefprek geweeft. Amfterdain den ïi Mey. Tc Suriname waren gearriveert Hendrick Kok cn Jurriaen Schonevelt van hier; te Livorno Th. Bal], van Chcftcr , Richard Kinde van Nantes , en william Spencer van Londen ; te Genua John Brown van Falmouth , Jonathan Cappel eu Robbert Louis van Cadix , Valentino Talbot van Dublin, Michicl Jucr van Venetien , James Marrows van Levcrpole, Pietcr Tonkins van Plymouth , Elia Moor van Cartagena, en John Price van Chcftcr ; te Marlcillc Otto Meycrfelt; te Rouacn Jan Jelles, cn tc Rochel Pietcr Clacfe Schaeuw, alle van hier; als ook 't Schip vanCapt.Dcnis dc Fitri van St.Domingo, 't geen door de Spacnlc Kapers geplimdcrt is geweeft. In Zcelant zijn aengekomen 't Schip Rufthof van Suriname , en Jan Vergom*1 cn Matthyc Regener >aa Curaflou. In Teffel zijn binnen de Schepen van Dirck Harmejift Vcth van Suriname, William Tel wits van ✓ Napels , Rigt Olfcrs van Rouaen , eri Binden Janfcn van Nantes. DeAftienvan d'Ooft-Indife Comp. gelden 710 en een half, die van",1731,/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1731/05/24/DDD_ddd_011222848_mpeg21/DDD_011222848_0003_articletext.xml
moor,"heeft, foo foude hy tot beter bewaring op de Ealler-poort Gebracht , cn tegen hem met alle rigeur geprocedecrt werden. Xl - foo men vreesde , dat wegens de tot dcc Turkfe Conful ecvlu-nc Slaef, die door den Genuefe Gefant van de Maltefers gekocht is, eenige disoidre mocht ontftaen, foo was de Wacht voor het Imys van den Conlul met 50 Man vcrftcrckt, en alle Avcnjcn belet geworden j maer nadien de Coulul eergifleren defsn Slaef vrywillig overgegeven heeft, foo is defe verltercking weggenomen , cn de overgeleverde op de Hooftwacht gebugt : Alen wil, dat de Genuefe Gefant defen Moor weer 11a Genua ou de Galeven te rug lal fenden. Franckfort den 2 Mey. By de fware droogte die foo lang aengehonden heeft, heeft men in 't.Ugemjen in de Bronnen -een water meer ; foo dat men genoo.ii'acckt 'is het fel.ye uy: den Maya te halen. Men wil, dat de Ceurvorll van Mentzfig in Sildiea 100 lang fal ophouden , tot dat de Biflchop van Bstmber"" en Wurtr.burg in die Landen by fijn Ccurvorftd. Doorl, £*1 aen gekomen zijn. Tricr den 5 Mey. Uyt de Franfe Plaetfen werd gcfchreven.dat veel Officiers voornemens war>n , om indien een Reforme onder de",1731,/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1731/05/08/DDD_ddd_011222837_mpeg21/DDD_011222837_0006_articletext.xml
moor,"Vifconri en ahdetepeiföbneri v'ati aenzien opgewaj-t. Dien dag flieifhier in een hooe'c ouderdom de Heervan derGc.tlien Thtefurict Generael Van 's Kevzers I'inantien in deeze landen. Een foldaet verdagr eenige Tuwehttn by den laetfren brand Van 't Hof genooien te lubben', wierd dezer dagen by de kop gevat , en een fchildwacht by hem ,-czc- om hem re bewaren ; dog zy zyn b.-vde gedefeiteert : Eenige andere peifoonen befchuldigt de.bwelen van het Toilet wéehgehbitieii te hebben , zyn ra-ede vaftgeït. den ttrftf. May. In Tcffel zvn binnen de fcheepen van Harmen Wynmcrt van Smirna , Dirk Smith van Lisbon, Samuei Moor ver. Cuba , Pieter Smith van ZiHjaó ,én kan Lambayc van Bavhcne ; in t.ejjendeel ZTn van daer üvtgeveyld 4 Galiè'oti | van de Ooft-Indlfche Compagnie , om rp de «ciwagr wordend! i Ê-craarftheefen ie kjkfükh i hét fchij- tin' k.'.i:ip ƒ,4 Soiirdeaux ; én «rtdêre: fel St. Matten wasgeariïveirt het fchip van Cornelis Janfz. , en tot Nantcs Jacob Pieterfz van hier, en w»t Doidtégl Matten Zwaen van Rocheford. Aen deezé ftad is gel&mcn het fchip van Haye Janfz. van windaiiw. Porys den iy De Koning werd morgen Ie Verfailles verwagt. Den 19, quam de Abt Pinet die door",1731,/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1731/05/03/DDD_ddd_010709299_mpeg21/DDD_010709299_0003_articletext.xml
moor,"Minifters waren oock heden met haer Hoog Mog. Prefiiient den Heer van Borffclcn van dor Hooghe in gefprcck, aen denwclke de Heer Huift Relident van den Prins en Biflchop van Luyck, een Millïvc wegens welgeinelte Biflchop heeft overgegeven. Dc Baron Dehn , Miniftcr v.-.n don Hertog van \Volffenbuttel, fal delen avond of uyteriijck morgen hier zijn , zijnde reets eenige van delTelfs Doraeftiken ea Bagage gearrivcerr. Air.fterdam Jen earften Mey. Tot Sr. Mirten was gearrircert het Schip van Cornelis Janflen; en tot Nanres Jaeob Pieterfe van dcfe StaJ. In Teffel zijn binnen de Sc'iepen van Harmen Wijngaert van Smirna, Samuel Moor van Cuba , Dirck Smith van Lifiabon, Pieter Smith van Bilbao ,en Joh<i Labeye van Bajoene. Aea dcfe Stad is gel o.nea het Schip v*n Hayc janflè van windou. De Aftien van d'Ooft-Indife Comp. gelden 715, die van de Weft-liidife Compagnie S? 5 en een vierde , d'Agio van de Banck 4en een half a vijf achtfte ; d Engelfe Banck 148 «n een half, de Ooft-Indife Comp. 198 en een half, d'A&ien van de Z. Z. C. ioj en een half, en de Annuites 109. 's Gravenhage den 1 .Mey. D :'cn jmidJag zijn dc Heeren St»* ten vast",1731,/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1731/05/03/DDD_ddd_011222831_mpeg21/DDD_011222831_0010_articletext.xml
moor,"Tintic van Ovcryilel , 7.ijn alhier vcuer;;ckeert cn in hoo:>,e nclte i Vergadering verfchcenen. Den Heer Plenir.Oieniiaris Hurg onjc is na Zeeland vertrotken. lienige uytheemü' Minift is yin met .hacr Hoog Mog. Trcfident den Baron Milan deVifcönti In gefprei gewccft. Dc Hr. Jan Becker heeft voor den Raed van State dc* Eed afgelegt, als Major van dc Citadellc van Namen. Amlterdam den 29 Juny. Tot Pctersburg was gearriveert Ja. co'o Jnrgcn Peters van hier} tot jUga Hendïick Claelc Ancke: Cornclis Boots e» Marteu Top van hier , Hans Smith van Eekcn' ""fordc , G :rrit Ides van Noortkopping , Thomas Moor van Lo;>. den; to: Stockholm (van waer Gabriel Safs na Wismar , c:i Otto Thomfon naWefterwijk vertrocken waren) Pietcr Bar'ends van Ccn iiingsbergen , Jonas Hcrnrbcrgcn Chrilïoifcl Muller van Wismar Daniël Lang, Andr. Omke , Guftaf Wondland , Pieter Rieharii', Hcndrick llackcr , Hrick K'ihlma'i.Jocheni W'ilken , en Pietcrz,-. gebade van Stracltond , John Grainger van Coppenhage, John Mackliei van Duin'oar , Willia-n Klarick , Thomas Suthcrland, cn Crairi.vel Bugg var> Lirrn, James Fairinater van Dunde,Richïrd Gregory van Dublin , John Wirherdcn van Londen, Thoinai Rkhardfon van Leverpole,James Wier van Belfaft, Matthys Star», genberg van hier, Cornclis Krus van Ekenforde,",1731,/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1731/06/30/DDD_ddd_011222903_mpeg21/DDD_011222903_0005_articletext.xml
moor,"eerft tegen 7 uuren weer op haer voorige placts Jeggeu. De Coning trad op den Holm in de Chaloup ,en quam aen 't Tol-Co:nptoir acn land. Men wil vcrfekcrcn , dat alle dele Schepen voor ceril na de Sond fullen gaen , en aldaer tot de ICrooning blijven. Den 25 en 26 hebben de Heeren Officiers of Coninckl. Trawanten-Guarde hare kollclijcke Monture ontfangen ; en aen alle Coninckl. Livreydragcnde Hof-Bedienden cn Lackyeu is oock de nieuwe Livrey tot de Kroning uytgedeelt. De Troon nevens de 2 Coninckl. Stoelen , waer van die des Conings van mafllef Silvcr en met Silver Moor bekleed is, fullen tnaendag na Fredriksburg getransporteert werden , werwaerts gilleren cn heden veel Wagens met Bagage , oock de Hof-Ampten met alle voorraed vooraf gegacn zijn , en morgen de Coninkl. Familie volgen fal maer de Croons-Prins en de Croons-Priuces fullen hier blijven. Defe voormiddag waren de Coninkl. Trawanten , als ook de Land-Cadcts in hacr nieuwe Monture op de RiJder-Sad vergadert, en zijn door den Coning gemonftctt: Men wil, datd'eerfte morgen na Fredricksburg fullen treckcn. Men weet noc!i niec anders , of de Kroning fal op den 6 Juny voortgacn , en de reys na Holfteyn kort daer",1731,/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1731/06/05/DDD_ddd_011222854_mpeg21/DDD_011222854_0004_articletext.xml
moor,"NEDERLANDEN. 's Gravenhage den n Maert. Dr Moor die door den Heer Oliviei Minifter des Konings van Spaujen , vcor eemgcn tyd na Parvs gezonden , en van Jaer weder ril Weenen , en lactlt n.i 't Hó. van Sivilien gedepecheert wierd , is ror Parys te rug gekomen. De Heeren Gecommitteerde Raden van Zuyd Holland , heb.en Vm de volgende militaire chargien gedifponeext en aengeffeir ; dc Heer Jan Frederik Thilenhaufen , tot Luvt. in her regiment gardes te voet in dc compagnie van Dois ; de Heeren Garcl Paulus Baton van den Boetfela „ , tot V'cndrig ih het Zelve regiment gardes, ondei de compagnie v.m",1731,/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1731/03/13/DDD_ddd_010709277_mpeg21/DDD_010709277_0005_articletext.xml
moor,"VRANCKRYCK. Parijs den 26 Maert. De Brieven van Madrid melden , dat de Coning van Spanje D. Gaspard Molina • Biffchop van de Havana, die te Sevilicn was , tot BilTchop van Barcelona had benoemt. De Moor die wegens den Spaente Mitiifter na Weenen en van daer weer na Sevilien geweeft is , en voor eenige dagen alhicr,is te rug gekomen , is voorlede woensdag na BrufTel en terder na den Haeg gegaen. Overmorgen (al fijn Majefteyt fijn eerfte reys na Rembouillet doen , en den 31 's dvonts tot Verfailles ttc mg komen. Dcfer dagen hebben de ordinaris en extraordinaris Fontijnen gefprongen voor den Deenle Ambafladeur Heer va* Sehefted en fijn Gemalin , die donderdag na Dcnemarckcn futlen kceren. De Heer de Granges Ccremonie-mecfter is den 1} overleden , en fijn Soon had de Survivance van",1731,/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1731/03/31/DDD_ddd_011222812_mpeg21/DDD_011222812_0005_articletext.xml
moor,"NEDERLANDEN. 's Gravenhage ien 27 Maert. De Gróót Brirt. Amt-a__deur heeft fo men Verftaet een-expreffe afgevaerdigt , en de nadere verwagt'' werdende expreile van Weenen , weid allé uuten te gemoet ge- ■ zien : OtidertiifTchen is weder van het Hof van Spanjen een courier door Parys met Veel fpoet na Weenen gepafleeit, en de H-rf' Olivier die wegens den Koning van Spanjen , de zaken bv deze__ . Staat waerneemr ,i. ook nog dagelyks den meergem. Moor hiet ' te gemoet 2iende ,fo dat men int kott den uytllag der zakenhooren zal. Amfterdam ien 23 Maert. In TefTel zyn binnen de fcheepen yan Klaes Klinken van Curaeao , Jan Perfect van Bourdeaux , en nies Hilton van Sundetlmd. By Eyerland was verongelukt eet» ■ fcheepje van Hieuwkaftccl komende , het volk wa. jjsboigsnv • töt Biyócnêwas g-irrivèért _et fchip v_h BirSt l.ivmêht-. -«r-t. VinDmtzik , tot Nantes Jens Martenfi. Kinsburg van Brugge , en tot Breft Teunis Rouge van Riga. De aaien van dé Ooft-IndifeConij'. dóen 724, die van de Weit- j tndile Comp. 84 en 1",1731,/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_17xx/kranten_pd_173x/1731/03/29/DDD_ddd_010709284_mpeg21/DDD_010709284_0004_articletext.xml
